Basement,Full Baths,Other Improvements,Basement Finish,Sale Price,Type of Residence,Attic Type,Estimate (Building),Building Square Feet,property_city,Fireplaces
2.0,1.0,0.0,3.0,360000,2.0,3.0,260340.0,2383.0,SCHAUMBURG,0.0
,1.0,,,263000,,,151190.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,340000,1.0,3.0,206820.0,1200.0,SCHAUMBURG,2.0
3.0,2.0,0.0,1.0,340000,1.0,3.0,229590.0,1200.0,SCHAUMBURG,2.0
,1.0,,,72500,,,49350.0,,SCHAUMBURG,
,1.0,,,159900,,,69330.0,,SCHAUMBURG,
,1.0,,,159900,,,54050.0,,SCHAUMBURG,
,1.0,,,115000,,,67520.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,98500,1.0,3.0,102820.0,1027.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,98500,1.0,3.0,102820.0,1027.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,149900,1.0,3.0,102820.0,1027.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,149900,1.0,3.0,102820.0,1027.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,188000,1.0,3.0,118130.0,962.0,SCHAUMBURG,0.0
,1.0,,,132000,,,88700.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,220500,2.0,3.0,107090.0,1525.0,SCHAUMBURG,1.0
,1.0,,,125000,,,66570.0,,SCHAUMBURG,
,1.0,,,195000,,,141070.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,415000,2.0,3.0,253050.0,1994.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,415000,2.0,3.0,234030.0,1994.0,SCHAUMBURG,0.0
1.0,3.0,0.0,3.0,760000,2.0,3.0,611420.0,4246.0,SCHAUMBURG,2.0
1.0,3.0,0.0,3.0,760000,2.0,3.0,611420.0,4246.0,SCHAUMBURG,2.0
,1.0,,,116000,,,76260.0,,SCHAUMBURG,
,1.0,,,182000,,,116150.0,,SCHAUMBURG,
,,,,145000,,,88700.0,,SCHAUMBURG,
,1.0,,,199986,,,85020.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,289000,1.0,3.0,88570.0,1913.0,SCHAUMBURG,0.0
,1.0,,,201000,,,115400.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,330000,2.0,3.0,241540.0,2307.0,SCHAUMBURG,1.0
,1.0,,,129000,,,76120.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,355000,2.0,3.0,292160.0,2248.0,SCHAUMBURG,2.0
,,,,174000,,,100470.0,,SCHAUMBURG,
,,,,174000,,,125070.0,,SCHAUMBURG,
,,,,162500,,,53010.0,,SCHAUMBURG,
,1.0,,,87500,,,41320.0,,SCHAUMBURG,
,1.0,,,157000,,,105080.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,329900,1.0,3.0,212130.0,1546.0,SCHAUMBURG,1.0
,,,,137061,,,131020.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,270000,2.0,3.0,202330.0,1391.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,340000,4.0,2.0,254990.0,1872.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,412500,2.0,3.0,310940.0,2317.0,SCHAUMBURG,1.0
,1.0,,,215000,,,115070.0,,SCHAUMBURG,
,,,,196500,,,53420.0,,SCHAUMBURG,
,,,,196500,,,65930.0,,SCHAUMBURG,
,,,,196500,,,65930.0,,SCHAUMBURG,
4.0,2.0,0.0,3.0,296000,2.0,3.0,264910.0,2567.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,276000,1.0,3.0,176890.0,1210.0,SCHAUMBURG,1.0
,1.0,,,67000,,,41320.0,,SCHAUMBURG,
,1.0,,,180000,,,128820.0,,SCHAUMBURG,
2.0,3.0,0.0,3.0,215000,2.0,3.0,161890.0,1889.0,SCHAUMBURG,1.0
2.0,3.0,0.0,3.0,215000,2.0,3.0,177090.0,1889.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,220000,2.0,3.0,199780.0,1454.0,SCHAUMBURG,1.0
,1.0,,,149000,,,56540.0,,SCHAUMBURG,
,1.0,,,187500,,,138360.0,,SCHAUMBURG,
,1.0,,,187500,,,113380.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,315000,2.0,3.0,259550.0,1954.0,SCHAUMBURG,1.0
,1.0,,,101000,,,60170.0,,SCHAUMBURG,
,,,,214000,,,113380.0,,SCHAUMBURG,
,1.0,,,165000,,,88070.0,,SCHAUMBURG,
,1.0,,,165000,,,32130.0,,SCHAUMBURG,
,,,,141000,,,106510.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,257500,2.0,3.0,197870.0,1292.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,295000,4.0,2.0,218560.0,1268.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,295000,4.0,2.0,216840.0,1268.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,423000,2.0,3.0,0.0,2400.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,423000,2.0,3.0,444290.0,2400.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,136500,2.0,3.0,128250.0,1250.0,SCHAUMBURG,0.0
1.0,2.0,0.0,3.0,525000,2.0,3.0,278280.0,2424.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,315000,4.0,3.0,207700.0,1075.0,SCHAUMBURG,0.0
1.0,2.0,0.0,3.0,306000,2.0,3.0,278500.0,1997.0,SCHAUMBURG,1.0
,1.0,,,155000,,,101560.0,,SCHAUMBURG,
,1.0,,,194500,,,104710.0,,SCHAUMBURG,
,1.0,,,194500,,,127770.0,,SCHAUMBURG,
,1.0,,,155000,,,112300.0,,SCHAUMBURG,
,1.0,,,155000,,,108880.0,,SCHAUMBURG,
,1.0,,,192000,,,133670.0,,SCHAUMBURG,
,1.0,,,167000,,,66570.0,,SCHAUMBURG,
4.0,1.0,0.0,3.0,161000,1.0,3.0,140050.0,1103.0,SCHAUMBURG,1.0
,1.0,,,140000,,,93070.0,,SCHAUMBURG,
,1.0,,,169000,,,63590.0,,SCHAUMBURG,
,1.0,,,169000,,,112040.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,285000,2.0,3.0,204280.0,1452.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,269000,4.0,3.0,218530.0,1120.0,SCHAUMBURG,0.0
3.0,2.0,100.0,3.0,275000,1.0,3.0,199040.0,1186.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,328000,2.0,3.0,218790.0,1980.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,328000,2.0,3.0,265790.0,1980.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,355000,2.0,3.0,254970.0,2420.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,355000,2.0,3.0,254970.0,2420.0,SCHAUMBURG,0.0
,1.0,,,170000,,,69250.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,397500,2.0,3.0,313560.0,1840.0,SCHAUMBURG,2.0
3.0,2.0,0.0,3.0,397500,2.0,3.0,240090.0,1840.0,SCHAUMBURG,2.0
,1.0,,,140000,,,74080.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,355000,2.0,3.0,189500.0,1747.0,SCHAUMBURG,1.0
1.0,2.0,379.0,3.0,445000,2.0,3.0,570960.0,4124.0,SCHAUMBURG,1.0
,1.0,,,172000,,,65960.0,,SCHAUMBURG,
,,,,176000,,,97760.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,444000,2.0,3.0,281730.0,2351.0,SCHAUMBURG,1.0
,,,,190000,,,135400.0,,SCHAUMBURG,
,,,,190000,,,129550.0,,SCHAUMBURG,
,1.0,,,165000,,,97900.0,,SCHAUMBURG,
,1.0,,,165000,,,97900.0,,SCHAUMBURG,
,1.0,,,145000,,,59280.0,,SCHAUMBURG,
,,,,201500,,,128820.0,,SCHAUMBURG,
,,,,129500,,,47940.0,,SCHAUMBURG,
,,,,129500,,,47940.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,290000,1.0,3.0,190330.0,1573.0,SCHAUMBURG,2.0
2.0,1.0,0.0,3.0,138500,1.0,3.0,175790.0,1160.0,SCHAUMBURG,0.0
,,,,90000,,,44820.0,,SCHAUMBURG,
,1.0,,,168000,,,104710.0,,SCHAUMBURG,
,1.0,,,210000,,,115070.0,,SCHAUMBURG,
,1.0,,,251000,,,139120.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,380000,2.0,3.0,330080.0,2351.0,SCHAUMBURG,0.0
1.0,1.0,0.0,3.0,285000,1.0,3.0,236080.0,1792.0,SCHAUMBURG,2.0
,1.0,,,274000,,,185490.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,185000,3.0,3.0,131510.0,1686.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,185000,3.0,3.0,117240.0,1686.0,SCHAUMBURG,1.0
1.0,1.0,0.0,3.0,245000,1.0,3.0,234040.0,1141.0,SCHAUMBURG,0.0
,1.0,,,152000,,,115990.0,,SCHAUMBURG,
,1.0,,,152000,,,129390.0,,SCHAUMBURG,
,1.0,,,182000,,,69250.0,,SCHAUMBURG,
,1.0,,,182000,,,82120.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,306000,4.0,3.0,200310.0,1097.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,344500,4.0,2.0,158890.0,1075.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,344500,4.0,2.0,181460.0,1075.0,SCHAUMBURG,1.0
,1.0,,,50000,,,59490.0,,SCHAUMBURG,
,1.0,,,50000,,,59490.0,,SCHAUMBURG,
2.0,2.0,45.0,3.0,392000,2.0,3.0,272470.0,2593.0,SCHAUMBURG,1.0
,1.0,,,250000,,,184620.0,,SCHAUMBURG,
,1.0,,,250000,,,165490.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,180000,1.0,3.0,212560.0,1268.0,SCHAUMBURG,2.0
,1.0,,,134000,,,83910.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,352500,3.0,3.0,317320.0,2016.0,SCHAUMBURG,0.0
,,,,162000,,,31000.0,,SCHAUMBURG,
,1.0,,,165000,,,43620.0,,SCHAUMBURG,
,1.0,,,124500,,,80100.0,,SCHAUMBURG,
1.0,1.0,0.0,3.0,300000,1.0,3.0,45080.0,1431.0,SCHAUMBURG,1.0
,,,,147000,,,44080.0,,SCHAUMBURG,
,,,,147000,,,56540.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,260000,4.0,3.0,188810.0,1100.0,SCHAUMBURG,0.0
,1.0,,,158000,,,124010.0,,SCHAUMBURG,
,1.0,,,132500,,,22560.0,,SCHAUMBURG,
,1.0,,,132500,,,101570.0,,SCHAUMBURG,
,,,,182000,,,133770.0,,SCHAUMBURG,
1.0,2.0,139.0,1.0,365000,1.0,3.0,237570.0,1429.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,187000,2.0,3.0,175080.0,1678.0,SCHAUMBURG,0.0
1.0,3.0,0.0,3.0,550000,2.0,3.0,524660.0,3470.0,SCHAUMBURG,2.0
,1.0,,,138250,,,80550.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,260000,4.0,3.0,222830.0,1549.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,371500,2.0,3.0,286950.0,2294.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,281000,2.0,3.0,171660.0,1816.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,281000,2.0,3.0,149540.0,1816.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,214000,1.0,1.0,172430.0,1140.0,SCHAUMBURG,0.0
,1.0,,,195000,,,92310.0,,SCHAUMBURG,
,,,,198000,,,69250.0,,SCHAUMBURG,
,1.0,,,125000,,,64950.0,,SCHAUMBURG,
,1.0,,,160000,,,52180.0,,SCHAUMBURG,
2.0,1.0,30.0,3.0,317000,1.0,3.0,220980.0,1985.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,322500,4.0,3.0,238240.0,1163.0,SCHAUMBURG,2.0
,1.0,,,190000,,,131020.0,,SCHAUMBURG,
,1.0,,,190000,,,131020.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,332000,2.0,3.0,352580.0,3019.0,SCHAUMBURG,1.0
,1.0,,,122000,,,85010.0,,SCHAUMBURG,
,1.0,,,122000,,,87680.0,,SCHAUMBURG,
,,,,257500,,,148320.0,,SCHAUMBURG,
,,,,187000,,,131020.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,313000,2.0,3.0,236770.0,1786.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,313000,2.0,3.0,234480.0,1786.0,SCHAUMBURG,1.0
,1.0,,,167500,,,133670.0,,SCHAUMBURG,
4.0,1.0,0.0,3.0,290000,1.0,3.0,29380.0,1071.0,SCHAUMBURG,1.0
4.0,1.0,0.0,3.0,290000,1.0,3.0,29380.0,1071.0,SCHAUMBURG,1.0
2.0,2.0,121.0,3.0,295000,5.0,1.0,229300.0,1939.0,SCHAUMBURG,1.0
,1.0,,,178000,,,97930.0,,SCHAUMBURG,
2.0,3.0,0.0,3.0,369000,5.0,1.0,233520.0,2634.0,SCHAUMBURG,0.0
2.0,3.0,0.0,3.0,369000,5.0,1.0,193510.0,2634.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,269900,2.0,2.0,235520.0,1994.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,269900,2.0,2.0,257680.0,1994.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,330000,2.0,3.0,257400.0,1980.0,SCHAUMBURG,1.0
,1.0,,,155000,,,109980.0,,SCHAUMBURG,
,,,,199900,,,67060.0,,SCHAUMBURG,
,,,,199900,,,74290.0,,SCHAUMBURG,
,1.0,,,145000,,,93690.0,,SCHAUMBURG,
2.0,1.0,288.0,3.0,298000,1.0,1.0,182900.0,1239.0,SCHAUMBURG,0.0
1.0,2.0,0.0,3.0,385000,2.0,3.0,321460.0,2690.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,343000,2.0,3.0,234550.0,1880.0,SCHAUMBURG,1.0
2.0,2.0,165.0,3.0,354000,2.0,3.0,230070.0,1922.0,SCHAUMBURG,1.0
1.0,1.0,0.0,3.0,192500,1.0,2.0,139680.0,962.0,SCHAUMBURG,0.0
1.0,1.0,0.0,3.0,192500,1.0,2.0,169070.0,962.0,SCHAUMBURG,0.0
,1.0,,,143000,,,96270.0,,SCHAUMBURG,
,1.0,,,161500,,,47140.0,,SCHAUMBURG,
,1.0,,,161500,,,55820.0,,SCHAUMBURG,
,1.0,,,202500,,,127770.0,,SCHAUMBURG,
,1.0,,,202500,,,104710.0,,SCHAUMBURG,
1.0,1.0,0.0,3.0,407500,2.0,3.0,298740.0,2298.0,SCHAUMBURG,1.0
,1.0,,,130000,,,104710.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,333000,2.0,3.0,252270.0,1290.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,338000,2.0,3.0,312500.0,2218.0,SCHAUMBURG,1.0
,1.0,,,120000,,,61520.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,265000,2.0,3.0,227710.0,1391.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,265000,2.0,3.0,195570.0,1391.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,305000,4.0,3.0,256040.0,1137.0,SCHAUMBURG,1.0
3.0,2.0,385.0,3.0,414000,2.0,3.0,349960.0,2163.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,167000,1.0,1.0,123520.0,962.0,SCHAUMBURG,1.0
,1.0,,,158000,,,97590.0,,SCHAUMBURG,
,1.0,,,158000,,,97560.0,,SCHAUMBURG,
,1.0,,,158000,,,97560.0,,SCHAUMBURG,
4.0,2.0,330.0,3.0,312000,1.0,3.0,217230.0,2300.0,SCHAUMBURG,2.0
,,,,156000,,,68010.0,,SCHAUMBURG,
,1.0,,,141000,,,80550.0,,SCHAUMBURG,
,1.0,,,149000,,,70070.0,,SCHAUMBURG,
,1.0,,,149000,,,66570.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,218000,1.0,3.0,168420.0,1142.0,SCHAUMBURG,1.0
,1.0,,,140000,,,55180.0,,SCHAUMBURG,
,1.0,,,140000,,,55180.0,,SCHAUMBURG,
1.0,1.0,0.0,3.0,152000,2.0,3.0,117080.0,1338.0,SCHAUMBURG,1.0
3.0,2.0,0.0,3.0,405000,2.0,3.0,296490.0,2266.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,142000,2.0,3.0,125250.0,1250.0,SCHAUMBURG,0.0
,,,,147500,,,102520.0,,SCHAUMBURG,
,,,,161000,,,106510.0,,SCHAUMBURG,
,,,,161000,,,106510.0,,SCHAUMBURG,
,,,,161000,,,106510.0,,SCHAUMBURG,
,1.0,,,153000,,,98890.0,,SCHAUMBURG,
,1.0,,,153000,,,98890.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,780000,2.0,3.0,611950.0,4286.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,280000,4.0,2.0,189220.0,1075.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,375000,2.0,3.0,272380.0,2273.0,SCHAUMBURG,1.0
,1.0,,,166000,,,74290.0,,SCHAUMBURG,
,1.0,,,166000,,,67060.0,,SCHAUMBURG,
,,,,100000,,,49350.0,,SCHAUMBURG,
,1.0,,,292000,,,143460.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,102000,2.0,3.0,125250.0,1250.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,102000,2.0,3.0,125250.0,1250.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,168000,2.0,3.0,125250.0,1250.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,168000,2.0,3.0,125250.0,1250.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,320000,4.0,3.0,213620.0,1232.0,SCHAUMBURG,0.0
,,,,187000,,,133670.0,,SCHAUMBURG,
1.0,1.0,0.0,1.0,255000,1.0,2.0,177500.0,988.0,SCHAUMBURG,1.0
,1.0,,,95000,,,52470.0,,SCHAUMBURG,
,1.0,,,95000,,,53960.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,195000,1.0,3.0,153380.0,1196.0,SCHAUMBURG,1.0
,1.0,,,155000,,,86820.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,320000,4.0,3.0,249380.0,1549.0,SCHAUMBURG,0.0
,1.0,,,150000,,,99690.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,312500,1.0,3.0,220360.0,2076.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,312500,1.0,3.0,220360.0,2076.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,275000,1.0,3.0,220360.0,2076.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,275000,1.0,3.0,220360.0,2076.0,SCHAUMBURG,2.0
,,,,172000,,,94120.0,,SCHAUMBURG,
,,,,172000,,,115570.0,,SCHAUMBURG,
,1.0,,,158000,,,99670.0,,SCHAUMBURG,
,1.0,,,158000,,,22140.0,,SCHAUMBURG,
,,,,215000,,,103760.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,495000,4.0,3.0,183150.0,2502.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,275000,1.0,3.0,115630.0,1886.0,SCHAUMBURG,1.0
,1.0,,,215000,,,113410.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,270000,1.0,3.0,189360.0,1386.0,SCHAUMBURG,2.0
2.0,1.0,0.0,3.0,223500,2.0,3.0,157440.0,1782.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,255000,1.0,3.0,223190.0,1886.0,SCHAUMBURG,1.0
3.0,2.0,0.0,3.0,312000,2.0,3.0,314260.0,2380.0,SCHAUMBURG,1.0
3.0,2.0,0.0,3.0,312000,2.0,3.0,314260.0,2380.0,SCHAUMBURG,1.0
,1.0,,,191000,,,133670.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,182400,2.0,3.0,153590.0,1480.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,239000,1.0,3.0,172680.0,1278.0,SCHAUMBURG,1.0
,1.0,,,153000,,,84840.0,,SCHAUMBURG,
,1.0,,,155900,,,80420.0,,SCHAUMBURG,
,,,,215000,,,67060.0,,SCHAUMBURG,
,,,,215000,,,67060.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,355000,1.0,2.0,175490.0,1167.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,355000,1.0,2.0,147980.0,1167.0,SCHAUMBURG,1.0
,1.0,,,244444,,,115070.0,,SCHAUMBURG,
,1.0,,,244444,,,115070.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,545000,2.0,3.0,435070.0,3349.0,SCHAUMBURG,1.0
1.0,1.0,0.0,3.0,358000,2.0,3.0,240420.0,1942.0,SCHAUMBURG,2.0
,1.0,,,168000,,,58320.0,,SCHAUMBURG,
,1.0,,,168000,,,81010.0,,SCHAUMBURG,
4.0,1.0,0.0,3.0,200000,2.0,3.0,174590.0,1422.0,SCHAUMBURG,2.0
,1.0,,,150000,,,31000.0,,SCHAUMBURG,
,1.0,,,109000,,,57480.0,,SCHAUMBURG,
,1.0,,,116000,,,81360.0,,SCHAUMBURG,
,1.0,,,116000,,,81360.0,,SCHAUMBURG,
,1.0,,,116000,,,81360.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,340000,2.0,3.0,295980.0,2448.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,340000,2.0,3.0,215910.0,2448.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,340000,2.0,3.0,259490.0,2448.0,SCHAUMBURG,2.0
,1.0,,,141250,,,80530.0,,SCHAUMBURG,
,1.0,,,141250,,,73210.0,,SCHAUMBURG,
,,,,300000,,,143460.0,,SCHAUMBURG,
,1.0,,,185900,,,69330.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,222500,4.0,3.0,200740.0,1075.0,SCHAUMBURG,0.0
,,,,134000,,,97980.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,297500,2.0,3.0,254450.0,2280.0,SCHAUMBURG,1.0
,1.0,,,165000,,,66570.0,,SCHAUMBURG,
1.0,1.0,128.0,1.0,235000,1.0,3.0,184970.0,984.0,SCHAUMBURG,0.0
4.0,1.0,105.0,3.0,401527,2.0,1.0,380840.0,3012.0,SCHAUMBURG,1.0
4.0,1.0,105.0,3.0,401527,2.0,1.0,341680.0,3012.0,SCHAUMBURG,1.0
,1.0,,,145750,,,97940.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,178000,1.0,3.0,154550.0,1176.0,SCHAUMBURG,0.0
,1.0,,,125000,,,61890.0,,SCHAUMBURG,
,1.0,,,165000,,,108740.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,275000,1.0,3.0,29620.0,1375.0,SCHAUMBURG,2.0
1.0,2.0,0.0,3.0,300000,2.0,2.0,281850.0,2468.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,300000,1.0,3.0,134650.0,1144.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,285000,4.0,3.0,188680.0,1103.0,SCHAUMBURG,0.0
,,,,189000,,,104710.0,,SCHAUMBURG,
,,,,189000,,,127770.0,,SCHAUMBURG,
3.0,1.0,121.0,1.0,290000,4.0,3.0,172000.0,1100.0,SCHAUMBURG,0.0
,,,,191250,,,115570.0,,SCHAUMBURG,
,,,,191250,,,128820.0,,SCHAUMBURG,
3.0,1.0,128.0,1.0,266000,4.0,3.0,203410.0,1050.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,229000,1.0,3.0,148990.0,962.0,SCHAUMBURG,1.0
,1.0,,,160000,,,89430.0,,SCHAUMBURG,
,1.0,,,160000,,,97940.0,,SCHAUMBURG,
2.0,2.0,67.0,3.0,350000,2.0,3.0,229020.0,1827.0,SCHAUMBURG,1.0
,,,,199000,,,110570.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,348000,3.0,3.0,0.0,2148.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,348000,3.0,3.0,315110.0,2148.0,SCHAUMBURG,1.0
2.0,3.0,0.0,3.0,275000,2.0,3.0,259590.0,2332.0,SCHAUMBURG,0.0
,1.0,,,70000,,,29960.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,306000,4.0,3.0,215450.0,1294.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,306000,4.0,3.0,201810.0,1294.0,SCHAUMBURG,1.0
,,,,250000,,,184620.0,,SCHAUMBURG,
,,,,250000,,,165490.0,,SCHAUMBURG,
1.0,1.0,0.0,1.0,175500,2.0,3.0,139040.0,1360.0,SCHAUMBURG,2.0
,1.0,,,180000,,,121310.0,,SCHAUMBURG,
,1.0,,,180000,,,108740.0,,SCHAUMBURG,
3.0,2.0,74.0,3.0,410000,2.0,3.0,319660.0,2493.0,SCHAUMBURG,1.0
,1.0,,,130000,,,88700.0,,SCHAUMBURG,
,1.0,,,161000,,,69330.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,375000,1.0,3.0,278070.0,2015.0,SCHAUMBURG,1.0
,,,,210000,,,92310.0,,SCHAUMBURG,
,1.0,,,80000,,,53960.0,,SCHAUMBURG,
,1.0,,,80000,,,53960.0,,SCHAUMBURG,
,1.0,,,148000,,,87520.0,,SCHAUMBURG,
1.0,3.0,0.0,3.0,750000,2.0,3.0,440770.0,4013.0,SCHAUMBURG,2.0
,1.0,,,175868,,,129550.0,,SCHAUMBURG,
,1.0,,,208000,,,137740.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,258000,2.0,3.0,193860.0,1488.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,258000,2.0,3.0,216270.0,1488.0,SCHAUMBURG,1.0
,1.0,,,185000,,,98890.0,,SCHAUMBURG,
,,,,158000,,,106510.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,330000,2.0,3.0,274180.0,1763.0,SCHAUMBURG,1.0
,,,,155000,,,106510.0,,SCHAUMBURG,
3.0,1.0,122.0,1.0,286900,4.0,3.0,198060.0,1268.0,SCHAUMBURG,2.0
,,,,183900,,,108740.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,317000,4.0,3.0,87880.0,1403.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,317000,4.0,3.0,87880.0,1403.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,355000,4.0,3.0,87880.0,1403.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,355000,4.0,3.0,87880.0,1403.0,SCHAUMBURG,2.0
,,,,125000,,,63920.0,,SCHAUMBURG,
1.0,1.0,0.0,1.0,217500,2.0,3.0,160180.0,1324.0,SCHAUMBURG,0.0
3.0,2.0,0.0,3.0,350000,2.0,3.0,236930.0,1548.0,SCHAUMBURG,1.0
,1.0,,,114000,,,88700.0,,SCHAUMBURG,
,1.0,,,154000,,,106510.0,,SCHAUMBURG,
,1.0,,,150000,,,106510.0,,SCHAUMBURG,
,1.0,,,195000,,,109950.0,,SCHAUMBURG,
,1.0,,,153000,,,55820.0,,SCHAUMBURG,
,1.0,,,153000,,,47140.0,,SCHAUMBURG,
,1.0,,,270000,,,168420.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,315000,1.0,3.0,150980.0,1120.0,SCHAUMBURG,0.0
