Basement,Full Baths,Other Improvements,Basement Finish,Sale Price,Type of Residence,Attic Type,Estimate (Building),Building Square Feet,property_city,Fireplaces
3.0,1.0,0.0,1.0,325000,4.0,3.0,233100.0,1364.0,SCHAUMBURG,1.0
,1.0,,,119900,,,62090.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,187000,2.0,3.0,128910.0,1023.0,SCHAUMBURG,0.0
3.0,1.0,0.0,3.0,220500,2.0,3.0,171880.0,1349.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,269000,4.0,2.0,209340.0,1098.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,340000,2.0,3.0,223500.0,2058.0,SCHAUMBURG,1.0
,1.0,,,133500,,,80100.0,,SCHAUMBURG,
,,,,157500,,,95760.0,,SCHAUMBURG,
,1.0,,,176004,,,133670.0,,SCHAUMBURG,
,,,,127500,,,60530.0,,SCHAUMBURG,
,,,,123000,,,66570.0,,SCHAUMBURG,
,,,,110000,,,42910.0,,SCHAUMBURG,
,,,,110000,,,61690.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,398000,2.0,3.0,316620.0,2143.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,398000,2.0,3.0,223940.0,2143.0,SCHAUMBURG,1.0
1.0,1.0,0.0,1.0,229989,1.0,3.0,193370.0,1130.0,SCHAUMBURG,0.0
1.0,1.0,0.0,1.0,229989,1.0,3.0,193370.0,1130.0,SCHAUMBURG,0.0
1.0,1.0,0.0,1.0,229989,1.0,3.0,167480.0,1130.0,SCHAUMBURG,0.0
1.0,1.0,0.0,1.0,229989,1.0,3.0,193370.0,1130.0,SCHAUMBURG,0.0
,1.0,,,234000,,,130710.0,,SCHAUMBURG,
,,,,156000,,,106510.0,,SCHAUMBURG,
,1.0,,,128000,,,92720.0,,SCHAUMBURG,
,1.0,,,128000,,,20600.0,,SCHAUMBURG,
,,,,337000,,,166180.0,,SCHAUMBURG,
,1.0,,,320000,,,192520.0,,SCHAUMBURG,
,1.0,,,320000,,,194340.0,,SCHAUMBURG,
,1.0,,,200000,,,113380.0,,SCHAUMBURG,
,1.0,,,160000,,,23120.0,,SCHAUMBURG,
,1.0,,,160000,,,104090.0,,SCHAUMBURG,
,1.0,,,147500,,,97760.0,,SCHAUMBURG,
,1.0,,,170000,,,104710.0,,SCHAUMBURG,
,,,,165000,,,106510.0,,SCHAUMBURG,
,,,,165000,,,106510.0,,SCHAUMBURG,
,1.0,,,167900,,,109140.0,,SCHAUMBURG,
,1.0,,,130000,,,65620.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,154000,2.0,3.0,128250.0,1250.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,359000,2.0,3.0,266080.0,2273.0,SCHAUMBURG,0.0
,,,,158000,,,47940.0,,SCHAUMBURG,
,1.0,,,150000,,,94240.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,285000,1.0,3.0,227230.0,1971.0,SCHAUMBURG,1.0
,1.0,,,143000,,,66570.0,,SCHAUMBURG,
1.0,1.0,0.0,3.0,357000,2.0,3.0,267170.0,1752.0,SCHAUMBURG,1.0
,1.0,,,121000,,,61920.0,,SCHAUMBURG,
4.0,2.0,0.0,3.0,228000,2.0,3.0,134410.0,1266.0,SCHAUMBURG,2.0
1.0,2.0,0.0,3.0,326000,2.0,3.0,274710.0,1997.0,SCHAUMBURG,1.0
,1.0,,,223000,,,109490.0,,SCHAUMBURG,
,1.0,,,246000,,,148320.0,,SCHAUMBURG,
,1.0,,,167000,,,101300.0,,SCHAUMBURG,
,1.0,,,167000,,,114030.0,,SCHAUMBURG,
,1.0,,,205000,,,113360.0,,SCHAUMBURG,
,1.0,,,255100,,,165490.0,,SCHAUMBURG,
,1.0,,,255100,,,165490.0,,SCHAUMBURG,
,1.0,,,152900,,,55820.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,170000,2.0,3.0,138930.0,1300.0,SCHAUMBURG,0.0
4.0,2.0,130.0,3.0,289500,1.0,3.0,223190.0,2034.0,SCHAUMBURG,0.0
4.0,2.0,130.0,3.0,289500,1.0,3.0,223190.0,2034.0,SCHAUMBURG,0.0
4.0,2.0,130.0,3.0,317500,1.0,3.0,223190.0,2034.0,SCHAUMBURG,1.0
4.0,2.0,130.0,3.0,317500,1.0,3.0,223190.0,2034.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,350000,4.0,3.0,244150.0,1308.0,SCHAUMBURG,1.0
,1.0,,,183000,,,135400.0,,SCHAUMBURG,
,1.0,,,183000,,,129550.0,,SCHAUMBURG,
3.0,2.0,102.0,3.0,357500,2.0,3.0,291110.0,2181.0,SCHAUMBURG,1.0
,1.0,,,155000,,,80420.0,,SCHAUMBURG,
4.0,2.0,0.0,3.0,350000,2.0,3.0,290060.0,2792.0,SCHAUMBURG,2.0
,1.0,,,223000,,,130710.0,,SCHAUMBURG,
,,,,135500,,,51980.0,,SCHAUMBURG,
,,,,135500,,,64950.0,,SCHAUMBURG,
,1.0,,,204000,,,126070.0,,SCHAUMBURG,
,1.0,,,189000,,,59280.0,,SCHAUMBURG,
,1.0,,,189000,,,70300.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,343000,2.0,3.0,268090.0,2212.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,343000,2.0,3.0,323250.0,2212.0,SCHAUMBURG,1.0
,1.0,,,222000,,,176470.0,,SCHAUMBURG,
,1.0,,,124900,,,62090.0,,SCHAUMBURG,
,1.0,,,170000,,,103060.0,,SCHAUMBURG,
,1.0,,,184000,,,105080.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,395000,2.0,3.0,333120.0,2558.0,SCHAUMBURG,2.0
3.0,2.0,0.0,1.0,337000,2.0,3.0,213150.0,1763.0,SCHAUMBURG,2.0
,,,,135000,,,58430.0,,SCHAUMBURG,
,,,,194000,,,69330.0,,SCHAUMBURG,
,,,,194000,,,54050.0,,SCHAUMBURG,
1.0,1.0,757.0,1.0,340000,1.0,3.0,205080.0,1249.0,SCHAUMBURG,0.0
,1.0,,,145000,,,87160.0,,SCHAUMBURG,
,1.0,,,290000,,,212420.0,,SCHAUMBURG,
,,,,132000,,,46760.0,,SCHAUMBURG,
,,,,132000,,,64950.0,,SCHAUMBURG,
,1.0,,,151875,,,68830.0,,SCHAUMBURG,
,,,,150000,,,66570.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,350000,3.0,3.0,0.0,2148.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,350000,3.0,3.0,403970.0,2148.0,SCHAUMBURG,0.0
3.0,1.0,168.0,1.0,320000,2.0,2.0,241090.0,1921.0,SCHAUMBURG,1.0
,1.0,,,172000,,,112290.0,,SCHAUMBURG,
4.0,2.0,0.0,3.0,371500,2.0,3.0,259240.0,2289.0,SCHAUMBURG,1.0
,1.0,,,140000,,,79400.0,,SCHAUMBURG,
,1.0,,,220000,,,109490.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,178500,3.0,3.0,118050.0,1686.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,178500,3.0,3.0,118050.0,1686.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,178500,3.0,3.0,155920.0,1686.0,SCHAUMBURG,0.0
,1.0,,,146000,,,106510.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,264000,4.0,3.0,203580.0,1347.0,SCHAUMBURG,0.0
1.0,2.0,0.0,3.0,345000,2.0,3.0,293250.0,2417.0,SCHAUMBURG,1.0
,1.0,,,167000,,,134230.0,,SCHAUMBURG,
,1.0,,,167000,,,93210.0,,SCHAUMBURG,
1.0,2.0,0.0,1.0,338000,1.0,3.0,239420.0,1197.0,SCHAUMBURG,1.0
3.0,2.0,0.0,3.0,403000,2.0,3.0,325160.0,2772.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,425000,4.0,3.0,326620.0,2046.0,SCHAUMBURG,2.0
2.0,2.0,0.0,3.0,189000,2.0,3.0,159850.0,1065.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,189000,2.0,3.0,116030.0,1065.0,SCHAUMBURG,1.0
1.0,1.0,0.0,3.0,273500,1.0,3.0,151770.0,1136.0,SCHAUMBURG,0.0
1.0,2.0,0.0,3.0,600000,2.0,3.0,552170.0,3782.0,SCHAUMBURG,1.0
,1.0,,,185000,,,134830.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,343000,2.0,3.0,173790.0,1672.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,343000,2.0,3.0,198700.0,1672.0,SCHAUMBURG,0.0
,1.0,,,336900,,,198620.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,325000,2.0,3.0,256040.0,1708.0,SCHAUMBURG,1.0
,,,,132500,,,88700.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,305000,1.0,3.0,207100.0,1734.0,SCHAUMBURG,1.0
3.0,2.0,0.0,3.0,305000,1.0,3.0,232480.0,1734.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,175000,2.0,3.0,110180.0,1300.0,SCHAUMBURG,1.0
,1.0,,,190000,,,113360.0,,SCHAUMBURG,
,1.0,,,190000,,,113360.0,,SCHAUMBURG,
,,,,231000,,,113360.0,,SCHAUMBURG,
,,,,231000,,,113360.0,,SCHAUMBURG,
1.0,2.0,0.0,1.0,420000,2.0,3.0,328050.0,2200.0,SCHAUMBURG,1.0
,,,,163500,,,45100.0,,SCHAUMBURG,
,,,,163500,,,43620.0,,SCHAUMBURG,
,1.0,,,209000,,,107660.0,,SCHAUMBURG,
1.0,3.0,0.0,1.0,340000,1.0,3.0,245280.0,1306.0,SCHAUMBURG,1.0
,1.0,,,202000,,,108840.0,,SCHAUMBURG,
,1.0,,,202000,,,108840.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,140000,1.0,2.0,125690.0,1489.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,274500,2.0,3.0,222920.0,1582.0,SCHAUMBURG,1.0
,1.0,,,155100,,,105080.0,,SCHAUMBURG,
,1.0,,,155100,,,105080.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,285000,4.0,1.0,215460.0,1268.0,SCHAUMBURG,1.0
,1.0,,,207000,,,91330.0,,SCHAUMBURG,
,,,,245000,,,179010.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,165500,2.0,3.0,121340.0,1300.0,SCHAUMBURG,0.0
,1.0,,,152000,,,106510.0,,SCHAUMBURG,
,1.0,,,143000,,,90580.0,,SCHAUMBURG,
,,,,218500,,,148430.0,,SCHAUMBURG,
,,,,218500,,,131860.0,,SCHAUMBURG,
3.0,3.0,0.0,3.0,390000,2.0,3.0,328670.0,2282.0,SCHAUMBURG,2.0
3.0,3.0,0.0,3.0,390000,2.0,3.0,319340.0,2282.0,SCHAUMBURG,2.0
1.0,2.0,0.0,1.0,459435,2.0,3.0,356730.0,2938.0,SCHAUMBURG,1.0
3.0,1.0,0.0,1.0,195000,4.0,3.0,180040.0,1084.0,SCHAUMBURG,0.0
1.0,1.0,0.0,3.0,220000,2.0,3.0,160390.0,1324.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,320000,1.0,3.0,173440.0,1186.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,320000,1.0,3.0,163080.0,1186.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,260000,2.0,3.0,177320.0,1889.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,325000,2.0,3.0,271090.0,2307.0,SCHAUMBURG,0.0
,1.0,,,155000,,,24660.0,,SCHAUMBURG,
,1.0,,,155000,,,111040.0,,SCHAUMBURG,
,1.0,,,140400,,,77350.0,,SCHAUMBURG,
,,,,165000,,,105210.0,,SCHAUMBURG,
,,,,165000,,,108510.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,420000,2.0,3.0,263890.0,2254.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,386778,2.0,3.0,231220.0,2140.0,SCHAUMBURG,1.0
,,,,190000,,,128820.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,276500,1.0,3.0,170840.0,1198.0,SCHAUMBURG,0.0
,1.0,,,150100,,,77240.0,,SCHAUMBURG,
1.0,1.0,0.0,3.0,158000,2.0,3.0,99100.0,1034.0,SCHAUMBURG,0.0
1.0,1.0,0.0,3.0,158000,2.0,3.0,117010.0,1034.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,282000,4.0,3.0,226760.0,1268.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,217000,1.0,3.0,180760.0,1587.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,250000,2.0,3.0,203360.0,1454.0,SCHAUMBURG,1.0
1.0,2.0,864.0,3.0,367500,2.0,3.0,316870.0,2238.0,SCHAUMBURG,0.0
1.0,3.0,0.0,3.0,369000,2.0,2.0,321640.0,2712.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,479000,2.0,3.0,158400.0,2400.0,SCHAUMBURG,1.0
,1.0,,,132000,,,63240.0,,SCHAUMBURG,
,1.0,,,132000,,,61500.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,230000,1.0,3.0,189200.0,1386.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,395000,1.0,3.0,196520.0,2114.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,395000,1.0,3.0,237160.0,2114.0,SCHAUMBURG,0.0
,1.0,,,173000,,,95340.0,,SCHAUMBURG,
,,,,110000,,,68360.0,,SCHAUMBURG,
,,,,110000,,,51720.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,202000,4.0,3.0,238340.0,1499.0,SCHAUMBURG,1.0
,1.0,,,139000,,,71040.0,,SCHAUMBURG,
,1.0,,,150000,,,95880.0,,SCHAUMBURG,
,1.0,,,150000,,,92970.0,,SCHAUMBURG,
,1.0,,,150000,,,92970.0,,SCHAUMBURG,
,1.0,,,149000,,,31000.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,237000,1.0,1.0,155380.0,1140.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,237000,1.0,1.0,155380.0,1140.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,221000,2.0,3.0,176220.0,1767.0,SCHAUMBURG,0.0
1.0,1.0,0.0,3.0,220000,1.0,3.0,224080.0,1141.0,SCHAUMBURG,0.0
,1.0,,,125000,,,17980.0,,SCHAUMBURG,
,1.0,,,125000,,,92720.0,,SCHAUMBURG,
,1.0,,,163500,,,131020.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,383000,1.0,3.0,108920.0,1921.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,383000,1.0,3.0,112780.0,1921.0,SCHAUMBURG,0.0
2.0,2.0,0.0,3.0,383000,1.0,3.0,112780.0,1921.0,SCHAUMBURG,0.0
1.0,1.0,0.0,1.0,274500,1.0,3.0,228580.0,1518.0,SCHAUMBURG,0.0
1.0,3.0,0.0,3.0,414000,2.0,2.0,,2712.0,SCHAUMBURG,1.0
3.0,3.0,0.0,1.0,364000,4.0,3.0,270440.0,1639.0,SCHAUMBURG,1.0
,,,,139000,,,92900.0,,SCHAUMBURG,
,,,,179900,,,113840.0,,SCHAUMBURG,
,,,,181500,,,98450.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,280000,2.0,3.0,232880.0,1776.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,280000,1.0,3.0,166120.0,1200.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,339900,2.0,3.0,265090.0,1705.0,SCHAUMBURG,1.0
,,,,164000,,,106510.0,,SCHAUMBURG,
,1.0,,,180500,,,97900.0,,SCHAUMBURG,
1.0,2.0,0.0,1.0,285000,2.0,3.0,264650.0,1536.0,SCHAUMBURG,1.0
4.0,1.0,0.0,3.0,328000,2.0,3.0,192190.0,1760.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,385000,2.0,3.0,292140.0,2416.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,563005,2.0,3.0,435170.0,2330.0,SCHAUMBURG,2.0
,1.0,,,174000,,,102520.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,250000,4.0,3.0,183370.0,1103.0,SCHAUMBURG,0.0
,,,,190000,,,63480.0,,SCHAUMBURG,
4.0,1.0,0.0,3.0,177500,1.0,3.0,147520.0,1202.0,SCHAUMBURG,1.0
4.0,1.0,0.0,3.0,177500,1.0,3.0,120700.0,1202.0,SCHAUMBURG,1.0
,1.0,,,165000,,,114030.0,,SCHAUMBURG,
,1.0,,,165000,,,101300.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,294500,1.0,3.0,220140.0,1649.0,SCHAUMBURG,1.0
,1.0,,,192000,,,133670.0,,SCHAUMBURG,
2.0,2.0,54.0,3.0,270000,1.0,3.0,156840.0,1592.0,SCHAUMBURG,0.0
2.0,2.0,54.0,3.0,270000,1.0,3.0,147470.0,1592.0,SCHAUMBURG,0.0
,1.0,,,100000,,,59490.0,,SCHAUMBURG,
,1.0,,,131000,,,55170.0,,SCHAUMBURG,
,1.0,,,185000,,,102510.0,,SCHAUMBURG,
,,,,175000,,,129550.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,278000,4.0,3.0,220760.0,1138.0,SCHAUMBURG,2.0
1.0,2.0,0.0,1.0,520000,2.0,3.0,400960.0,1836.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,320000,4.0,3.0,226320.0,1268.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,300000,2.0,3.0,219640.0,1870.0,SCHAUMBURG,0.0
1.0,2.0,0.0,3.0,485000,2.0,3.0,272960.0,2337.0,SCHAUMBURG,2.0
,1.0,,,155000,,,47140.0,,SCHAUMBURG,
,1.0,,,155000,,,55820.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,275000,4.0,3.0,189210.0,1097.0,SCHAUMBURG,1.0
,1.0,,,90000,,,50700.0,,SCHAUMBURG,
,,,,150000,,,65960.0,,SCHAUMBURG,
,1.0,,,200000,,,77240.0,,SCHAUMBURG,
,1.0,,,200000,,,77240.0,,SCHAUMBURG,
,,,,211000,,,77240.0,,SCHAUMBURG,
,,,,211000,,,77240.0,,SCHAUMBURG,
3.0,2.0,39.0,3.0,355000,2.0,3.0,234950.0,2022.0,SCHAUMBURG,2.0
,,,,142000,,,61890.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,270000,4.0,3.0,260900.0,1414.0,SCHAUMBURG,1.0
,1.0,,,157500,,,110920.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,286000,4.0,3.0,188570.0,1097.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,299900,2.0,3.0,241850.0,1865.0,SCHAUMBURG,1.0
,1.0,,,136000,,,64950.0,,SCHAUMBURG,
,1.0,,,136000,,,46760.0,,SCHAUMBURG,
,1.0,,,185000,,,69330.0,,SCHAUMBURG,
1.0,3.0,0.0,1.0,885000,2.0,3.0,478890.0,4611.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,285000,2.0,3.0,269390.0,2092.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,275000,4.0,3.0,271770.0,1414.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,380000,4.0,3.0,229380.0,1549.0,SCHAUMBURG,1.0
1.0,1.0,0.0,3.0,154000,2.0,3.0,89290.0,1250.0,SCHAUMBURG,0.0
,,,,215000,,,113380.0,,SCHAUMBURG,
3.0,1.0,0.0,1.0,339180,2.0,3.0,250300.0,1708.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,303000,4.0,3.0,240260.0,1852.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,294500,1.0,2.0,242020.0,1740.0,SCHAUMBURG,0.0
3.0,2.0,0.0,1.0,251000,4.0,3.0,215840.0,1040.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,240750,2.0,2.0,249030.0,1488.0,SCHAUMBURG,1.0
,1.0,,,121000,,,80920.0,,SCHAUMBURG,
,1.0,,,185000,,,104710.0,,SCHAUMBURG,
1.0,1.0,0.0,3.0,195000,2.0,3.0,122650.0,1380.0,SCHAUMBURG,1.0
1.0,1.0,0.0,3.0,195000,2.0,3.0,112620.0,1380.0,SCHAUMBURG,1.0
1.0,1.0,0.0,3.0,195000,2.0,3.0,126130.0,1380.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,280000,2.0,3.0,257040.0,2448.0,SCHAUMBURG,2.0
2.0,1.0,0.0,3.0,274500,1.0,3.0,127620.0,1180.0,SCHAUMBURG,2.0
4.0,1.0,0.0,3.0,270000,2.0,3.0,189210.0,1503.0,SCHAUMBURG,0.0
,1.0,,,158500,,,90510.0,,SCHAUMBURG,
,1.0,,,145900,,,87290.0,,SCHAUMBURG,
,1.0,,,185000,,,104710.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,308000,4.0,3.0,199840.0,1100.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,308000,4.0,3.0,181910.0,1100.0,SCHAUMBURG,1.0
2.0,1.0,0.0,3.0,195000,1.0,3.0,164400.0,1196.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,300000,2.0,3.0,245770.0,1997.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,300000,2.0,3.0,278230.0,1997.0,SCHAUMBURG,1.0
,1.0,,,158000,,,96950.0,,SCHAUMBURG,
,1.0,,,158000,,,109140.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,277000,1.0,3.0,150760.0,1269.0,SCHAUMBURG,0.0
,1.0,,,195000,,,110160.0,,SCHAUMBURG,
,1.0,,,195000,,,110160.0,,SCHAUMBURG,
,1.0,,,180000,,,66570.0,,SCHAUMBURG,
1.0,2.0,0.0,1.0,310000,2.0,3.0,268580.0,1536.0,SCHAUMBURG,1.0
3.0,2.0,0.0,3.0,385000,2.0,3.0,238370.0,2197.0,SCHAUMBURG,2.0
3.0,1.0,0.0,1.0,285000,4.0,3.0,224500.0,1472.0,SCHAUMBURG,0.0
3.0,1.0,0.0,1.0,285000,4.0,3.0,223450.0,1472.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,270000,1.0,3.0,194810.0,1386.0,SCHAUMBURG,1.0
,1.0,,,208000,,,121940.0,,SCHAUMBURG,
3.0,2.0,519.0,3.0,365000,2.0,3.0,241730.0,2059.0,SCHAUMBURG,1.0
,,,,214900,,,118750.0,,SCHAUMBURG,
,,,,214900,,,133670.0,,SCHAUMBURG,
2.0,1.0,0.0,3.0,235000,1.0,1.0,155640.0,962.0,SCHAUMBURG,0.0
2.0,1.0,0.0,3.0,235000,1.0,1.0,152690.0,962.0,SCHAUMBURG,0.0
,1.0,,,94500,,,98250.0,,SCHAUMBURG,
,1.0,,,135000,,,68010.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,450000,2.0,3.0,334780.0,2776.0,SCHAUMBURG,1.0
,1.0,,,197500,,,113380.0,,SCHAUMBURG,
,1.0,,,184000,,,117730.0,,SCHAUMBURG,
1.0,1.0,0.0,3.0,214900,2.0,3.0,147120.0,750.0,SCHAUMBURG,0.0
1.0,1.0,0.0,3.0,214900,2.0,3.0,147120.0,750.0,SCHAUMBURG,0.0
2.0,3.0,842.0,3.0,366000,2.0,3.0,221090.0,2328.0,SCHAUMBURG,1.0
2.0,3.0,842.0,3.0,366000,2.0,3.0,263060.0,2328.0,SCHAUMBURG,1.0
2.0,3.0,842.0,3.0,366000,2.0,3.0,256080.0,2328.0,SCHAUMBURG,1.0
2.0,3.0,842.0,3.0,366000,2.0,3.0,263060.0,2328.0,SCHAUMBURG,1.0
,,,,138000,,,106510.0,,SCHAUMBURG,
,,,,183500,,,69330.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,370000,1.0,3.0,149360.0,2097.0,SCHAUMBURG,2.0
,1.0,,,103000,,,80000.0,,SCHAUMBURG,
,1.0,,,103000,,,56410.0,,SCHAUMBURG,
,1.0,,,182000,,,104710.0,,SCHAUMBURG,
,1.0,,,198000,,,69330.0,,SCHAUMBURG,
,1.0,,,198000,,,69330.0,,SCHAUMBURG,
,,,,150000,,,31000.0,,SCHAUMBURG,
,,,,166000,,,106510.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,367500,2.0,3.0,314540.0,2305.0,SCHAUMBURG,0.0
,,,,155000,,,90510.0,,SCHAUMBURG,
,1.0,,,175000,,,99020.0,,SCHAUMBURG,
3.0,2.0,0.0,3.0,369000,2.0,3.0,304110.0,2448.0,SCHAUMBURG,1.0
,1.0,,,162000,,,97760.0,,SCHAUMBURG,
4.0,1.0,0.0,3.0,213000,1.0,3.0,172320.0,1200.0,SCHAUMBURG,1.0
1.0,2.0,204.0,3.0,347000,2.0,3.0,325590.0,2322.0,SCHAUMBURG,1.0
,,,,200000,,,74370.0,,SCHAUMBURG,
,,,,110000,,,88700.0,,SCHAUMBURG,
1.0,2.0,0.0,3.0,359900,2.0,3.0,282360.0,2212.0,SCHAUMBURG,1.0
4.0,2.0,0.0,3.0,342500,2.0,3.0,213990.0,1764.0,SCHAUMBURG,2.0
,1.0,,,185000,,,124010.0,,SCHAUMBURG,
,,,,117500,,,67520.0,,SCHAUMBURG,
,,,,117500,,,67520.0,,SCHAUMBURG,
3.0,3.0,0.0,1.0,565000,2.0,3.0,142120.0,3165.0,SCHAUMBURG,1.0
4.0,1.0,0.0,3.0,262000,1.0,3.0,182650.0,1212.0,SCHAUMBURG,0.0
,1.0,,,147000,,,109140.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,370000,4.0,3.0,305580.0,2138.0,SCHAUMBURG,2.0
1.0,2.0,0.0,3.0,369900,2.0,3.0,313420.0,2254.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,369900,2.0,3.0,279250.0,2254.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,279000,1.0,3.0,135240.0,1546.0,SCHAUMBURG,2.0
3.0,2.0,0.0,1.0,345000,2.0,3.0,255060.0,2138.0,SCHAUMBURG,1.0
,1.0,,,122000,,,90200.0,,SCHAUMBURG,
1.0,2.0,0.0,1.0,620000,2.0,3.0,584620.0,4546.0,SCHAUMBURG,1.0
1.0,2.0,0.0,1.0,620000,2.0,3.0,577070.0,4546.0,SCHAUMBURG,1.0
3.0,2.0,0.0,1.0,275200,4.0,3.0,121660.0,1448.0,SCHAUMBURG,1.0
,1.0,,,170000,,,97820.0,,SCHAUMBURG,
,1.0,,,180000,,,98890.0,,SCHAUMBURG,
2.0,2.0,0.0,3.0,195000,2.0,3.0,174490.0,1767.0,SCHAUMBURG,0.0
,1.0,,,186000,,,99020.0,,SCHAUMBURG,
,1.0,,,195100,,,67060.0,,SCHAUMBURG,
,1.0,,,195100,,,67060.0,,SCHAUMBURG,
3.0,2.0,0.0,1.0,400000,4.0,3.0,270650.0,1532.0,SCHAUMBURG,1.0
1.0,2.0,0.0,3.0,432500,1.0,3.0,189800.0,1561.0,SCHAUMBURG,2.0
,1.0,,,185000,,,77150.0,,SCHAUMBURG,
3.0,3.0,0.0,1.0,304000,4.0,3.0,215960.0,1239.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,335000,2.0,3.0,289110.0,2448.0,SCHAUMBURG,1.0
2.0,2.0,0.0,3.0,335000,2.0,3.0,247830.0,2448.0,SCHAUMBURG,1.0
,,,,232500,,,109490.0,,SCHAUMBURG,
,1.0,,,170000,,,68010.0,,SCHAUMBURG,
,,,,126000,,,54950.0,,SCHAUMBURG,
