Basement,Sale_Price,Estimate_Building,Building Square Feet,Fireplaces,Building_Square_Feet,Attic_Type,Basement_Finish,Type_of_Residence,Bathrooms
full,295000,219330.0,1798.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,400000,260900.0,1975.0,0,Medium-Large,None,Unfinished,one_story,2
full,380000,337550.0,2948.0,1+,Large,None,Unfinished,one_story,2
not_full,370000,282550.0,2293.0,1+,Large,None,Unfinished,one_story,2
full,153000,100550.0,1078.0,0,Small,None,Unfinished,one_story,1
not_full,270000,54110.0,1514.0,1+,Medium,None,Unfinished,one_story,2
full,284500,213060.0,1646.0,1+,Medium,None,Unfinished,one_story,2
full,245000,204120.0,1452.0,1+,Medium,None,Unfinished,one_story,2
full,274900,201810.0,1149.0,0,Small,None,Formal rec room,one_story,1
full,266000,233360.0,1583.0,0,Medium,None,Unfinished,one_story,1
full,235000,162790.0,1155.0,0,Small,None,Unfinished,one_story,1
full,235000,168270.0,1155.0,0,Small,None,Unfinished,one_story,1
full,360000,312680.0,1946.0,1+,Medium-Large,None,Unfinished,one_story,2
full,360000,251990.0,1946.0,1+,Medium-Large,None,Unfinished,one_story,2
full,280000,182200.0,1548.0,0,Medium,None,Unfinished,one_story,1
not_full,405000,327810.0,2537.0,1+,Large,None,Unfinished,one_story,2
not_full,303000,186710.0,1186.0,1+,Small,Full,Formal rec room,one_story,2
not_full,170000,159410.0,1422.0,1+,Medium,None,Unfinished,one_story,1
full,337000,348090.0,2806.0,1+,Large,None,Unfinished,one_story,2
full,273500,217430.0,1784.0,0,Medium-Large,None,Unfinished,one_story,2
full,269000,206060.0,1668.0,1+,Medium,Full,Unfinished,one_story,1
not_full,342000,272920.0,1365.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,342000,272920.0,1365.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,335000,279290.0,2674.0,1+,Large,None,Unfinished,one_story,2
full,213000,176590.0,1767.0,0,Medium,None,Unfinished,one_story,2
full,625750,399730.0,3569.0,1+,Large,None,Unfinished,one_story,3+
not_full,170000,108810.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
full,298000,305580.0,1654.0,1+,Medium,None,Formal rec room,one_story,2
full,153000,139240.0,1350.0,0,Small-Medium,None,Unfinished,one_story,1
full,153000,101120.0,1350.0,0,Small-Medium,None,Unfinished,one_story,1
full,255000,169870.0,1302.0,1+,Small-Medium,None,Unfinished,one_story,1
full,294740,165490.0,1546.0,1+,Medium,None,Unfinished,one_story,2
full,294740,165490.0,1546.0,1+,Medium,None,Unfinished,one_story,2
full,294740,157020.0,1546.0,1+,Medium,None,Unfinished,one_story,2
not_full,255000,182630.0,1282.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,354990,377470.0,2016.0,0,Medium-Large,None,Unfinished,over_one_story,1
full,354990,92100.0,2016.0,0,Medium-Large,None,Unfinished,over_one_story,1
full,347500,377470.0,2016.0,1+,Medium-Large,None,Unfinished,over_one_story,1
full,347500,92100.0,2016.0,1+,Medium-Large,None,Unfinished,over_one_story,1
not_full,300000,210150.0,1234.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,330000,283490.0,1639.0,1+,Medium,None,Formal rec room,over_one_story,2
full,292500,272640.0,2004.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,170000,150300.0,1686.0,0,Medium,None,Unfinished,over_one_story,1
not_full,323000,226750.0,1444.0,1+,Medium,None,Formal rec room,over_one_story,2
full,173140,154430.0,1480.0,0,Medium,None,Unfinished,one_story,1
not_full,302000,205440.0,1286.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,440000,279770.0,2351.0,1+,Large,None,Unfinished,one_story,2
full,227900,154810.0,1140.0,1+,Small,None,Unfinished,one_story,1
full,227900,139080.0,1140.0,1+,Small,None,Unfinished,one_story,1
not_full,276000,285590.0,1948.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,300000,283710.0,2208.0,1+,Medium-Large,None,Unfinished,one_story,2
full,228000,133410.0,1767.0,1+,Medium,None,Unfinished,one_story,2
full,306500,260230.0,1647.0,1+,Medium,Partial,Unfinished,one_story,2
not_full,285000,199840.0,1142.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,170600,164640.0,1422.0,1+,Medium,None,Unfinished,one_story,1
full,255000,159850.0,1155.0,0,Small,Partial,Unfinished,one_story,1
not_full,325000,289260.0,2060.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,325000,267180.0,2060.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,318000,300330.0,2911.0,1+,Large,None,Unfinished,one_story,2
full,145000,139790.0,1378.0,0,Small-Medium,Full,Unfinished,one_story,1
full,145000,139790.0,1378.0,0,Small-Medium,Full,Unfinished,one_story,1
not_full,330000,223950.0,1748.0,1+,Medium,None,Unfinished,one_story,2
full,189900,140570.0,1023.0,1+,Small,None,Unfinished,one_story,2
full,189900,154520.0,1023.0,1+,Small,None,Unfinished,one_story,2
full,259900,162640.0,1822.0,1+,Medium-Large,Full,Unfinished,one_story,1
full,259900,198520.0,1822.0,1+,Medium-Large,Full,Unfinished,one_story,1
full,271000,177060.0,1889.0,1+,Medium-Large,None,Unfinished,one_story,3+
full,245000,141020.0,1140.0,0,Small,Partial,Unfinished,one_story,1
not_full,240000,240070.0,1904.0,1+,Medium-Large,Partial,Formal rec room,over_one_story,1
not_full,240000,240070.0,1904.0,1+,Medium-Large,Partial,Formal rec room,over_one_story,1
full,270000,180030.0,1155.0,0,Small,None,Unfinished,one_story,1
full,243600,240160.0,1548.0,1+,Medium,Full,Unfinished,over_one_story,2
full,328000,324650.0,2148.0,0,Medium-Large,None,Unfinished,over_one_story,2
full,320000,295860.0,1985.0,1+,Medium-Large,None,Unfinished,one_story,2
full,287000,227430.0,2029.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,350000,213090.0,1621.0,1+,Medium,None,Unfinished,one_story,1
full,148000,128360.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,148000,110570.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,385000,332060.0,2054.0,0,Medium-Large,None,Formal rec room,one_story,2
full,320000,159890.0,1269.0,0,Small-Medium,Full,Unfinished,one_story,1
full,320000,150210.0,1269.0,0,Small-Medium,Full,Unfinished,one_story,1
full,320000,150210.0,1269.0,0,Small-Medium,Full,Unfinished,one_story,1
full,165700,138910.0,1452.0,0,Medium,None,Unfinished,one_story,1
not_full,430000,298270.0,2351.0,0,Large,None,Unfinished,one_story,2
full,255000,169700.0,1140.0,0,Small,None,Unfinished,one_story,1
full,255000,169700.0,1140.0,0,Small,None,Unfinished,one_story,1
full,267500,206720.0,1293.0,1+,Small-Medium,None,Unfinished,one_story,1
full,267500,206720.0,1293.0,1+,Small-Medium,None,Unfinished,one_story,1
full,280500,206720.0,1293.0,1+,Small-Medium,None,Unfinished,one_story,1
full,280500,206720.0,1293.0,1+,Small-Medium,None,Unfinished,one_story,1
full,245000,176580.0,1889.0,0,Medium-Large,None,Unfinished,one_story,3+
full,264000,197320.0,1292.0,1+,Small-Medium,None,Unfinished,one_story,2
not_full,320000,227630.0,1391.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,350000,152640.0,1186.0,0,Small,None,Unfinished,one_story,2
not_full,350000,178420.0,1186.0,0,Small,None,Unfinished,one_story,2
full,348000,299340.0,1873.0,1+,Medium-Large,None,Unfinished,one_story,2
full,348000,311170.0,1873.0,1+,Medium-Large,None,Unfinished,one_story,2
full,348000,286480.0,1873.0,1+,Medium-Large,None,Unfinished,one_story,2
full,212000,172860.0,1666.0,1+,Medium,None,Unfinished,one_story,2
full,310000,190330.0,1572.0,0,Medium,None,Unfinished,one_story,1
full,237500,191920.0,1292.0,1+,Small-Medium,None,Unfinished,one_story,2
full,333000,174050.0,1237.0,1+,Small-Medium,None,Unfinished,one_story,2
full,211500,155340.0,1342.0,1+,Small-Medium,None,Unfinished,one_story,2
full,294000,211660.0,1784.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,289900,225690.0,1319.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,289900,209720.0,1319.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,310100,225690.0,1319.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,310100,209720.0,1319.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,385000,240600.0,1433.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,263000,239110.0,1869.0,1+,Medium-Large,None,Unfinished,one_story,1
full,272500,176640.0,1532.0,0,Medium,None,Unfinished,one_story,1
full,325000,263770.0,1558.0,1+,Medium,None,Unfinished,one_story,2
full,262000,168710.0,1565.0,0,Medium,Partial,Unfinished,one_story,2
full,262000,181590.0,1565.0,0,Medium,Partial,Unfinished,one_story,2
not_full,360000,249930.0,1365.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,181000,124740.0,1350.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,280000,225140.0,1196.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,375750,247080.0,2307.0,1+,Large,None,Unfinished,one_story,2
not_full,271000,187230.0,1412.0,0,Small-Medium,None,Formal rec room,over_one_story,2
full,163000,125780.0,1489.0,0,Medium,None,Unfinished,one_story,1
full,352000,254950.0,2301.0,1+,Large,Partial,Unfinished,one_story,2
full,174000,115360.0,1176.0,1+,Small,None,Unfinished,one_story,2
full,316000,303990.0,1654.0,1+,Medium,None,Formal rec room,one_story,2
not_full,280000,161180.0,1186.0,1+,Small,Partial,Formal rec room,one_story,2
not_full,380000,120400.0,1663.0,0,Medium,None,Formal rec room,over_one_story,2
full,325000,369930.0,3354.0,1+,Large,None,Unfinished,one_story,2
not_full,338500,183140.0,984.0,0,Small,Partial,Formal rec room,one_story,1
not_full,338500,183140.0,984.0,0,Small,Partial,Formal rec room,one_story,1
not_full,338500,165810.0,984.0,0,Small,Partial,Formal rec room,one_story,1
full,260000,166770.0,1334.0,0,Small-Medium,None,Unfinished,one_story,1
full,260000,166770.0,1334.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,380000,289340.0,1566.0,0,Medium,None,Formal rec room,over_one_story,3+
not_full,380000,289340.0,1566.0,0,Medium,None,Formal rec room,over_one_story,3+
not_full,312900,223660.0,1268.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,195000,140910.0,1023.0,1+,Small,None,Unfinished,one_story,1
not_full,355000,227040.0,1760.0,1+,Medium,None,Unfinished,one_story,2
full,419000,300930.0,2351.0,1+,Large,None,Unfinished,one_story,2
full,334900,186120.0,1196.0,1+,Small-Medium,None,Unfinished,one_story,1
full,334900,156610.0,1196.0,1+,Small-Medium,None,Unfinished,one_story,1
full,334900,156610.0,1196.0,1+,Small-Medium,None,Unfinished,one_story,1
full,327500,289690.0,1719.0,1+,Medium,None,Unfinished,one_story,2
not_full,301000,162600.0,1186.0,1+,Small,None,Formal rec room,one_story,3+
full,179000,160230.0,976.0,0,Small,None,Unfinished,one_story,1
full,327500,276130.0,1997.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,262500,289800.0,1719.0,1+,Medium,None,Unfinished,one_story,2
not_full,311000,237480.0,1448.0,1+,Medium,None,Formal rec room,over_one_story,2
full,317250,176230.0,1466.0,0,Medium,None,Unfinished,one_story,1
not_full,290000,166040.0,1186.0,0,Small,Full,Formal rec room,one_story,2
full,336000,258640.0,1705.0,1+,Medium,None,Unfinished,one_story,2
full,310000,310780.0,1850.0,1+,Medium-Large,None,Unfinished,one_story,2
full,285500,183300.0,1141.0,1+,Small,None,Unfinished,one_story,1
full,285500,196560.0,1141.0,1+,Small,None,Unfinished,one_story,1
not_full,440000,296670.0,1912.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,440000,296670.0,1912.0,1+,Medium-Large,None,Unfinished,one_story,2
full,282000,220570.0,1747.0,1+,Medium,None,Formal rec room,one_story,2
not_full,305000,263420.0,1868.0,0,Medium-Large,None,Formal rec room,over_one_story,2
not_full,305000,263420.0,1868.0,0,Medium-Large,None,Formal rec room,over_one_story,2
full,274000,206300.0,1050.0,0,Small,None,Formal rec room,one_story,1
full,233000,152280.0,988.0,0,Small,None,Unfinished,one_story,1
full,375000,260690.0,2335.0,1+,Large,None,Unfinished,one_story,2
full,425000,324090.0,2493.0,1+,Large,None,Unfinished,one_story,2
full,250000,226600.0,1188.0,1+,Small,None,Formal rec room,one_story,2
full,197000,135490.0,1065.0,0,Small,None,Unfinished,one_story,2
full,338500,192770.0,1712.0,1+,Medium,None,Unfinished,one_story,2
not_full,212000,181000.0,1075.0,1+,Small,Partial,Formal rec room,over_one_story,1
not_full,212000,181000.0,1075.0,1+,Small,Partial,Formal rec room,over_one_story,1
full,185900,131510.0,1686.0,1+,Medium,None,Unfinished,over_one_story,1
full,300000,225670.0,1636.0,1+,Medium,None,Unfinished,one_story,2
full,395000,280510.0,1908.0,1+,Medium-Large,None,Unfinished,one_story,1
not_full,311100,220460.0,1268.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,200000,122450.0,1023.0,0,Small,None,Unfinished,one_story,2
full,200000,122450.0,1023.0,0,Small,None,Unfinished,one_story,2
not_full,265000,211340.0,1100.0,1+,Small,None,Formal rec room,one_story,1
not_full,265000,176600.0,1100.0,1+,Small,None,Formal rec room,one_story,1
not_full,352000,271360.0,2048.0,1+,Medium-Large,None,Unfinished,one_story,2
full,182000,140910.0,1023.0,0,Small,None,Unfinished,one_story,1
full,307500,229460.0,1815.0,0,Medium-Large,None,Unfinished,one_story,2
full,307500,198920.0,1815.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,501000,361320.0,2845.0,1+,Large,None,Unfinished,one_story,2
full,297000,203580.0,1836.0,0,Medium-Large,None,Unfinished,one_story,2
full,400000,412430.0,3056.0,1+,Large,None,Unfinished,one_story,2
not_full,273000,175840.0,1125.0,1+,Small,None,Formal rec room,over_one_story,1
full,360000,262730.0,1878.0,0,Medium-Large,None,Unfinished,one_story,2
full,225000,197250.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
full,255000,165760.0,1210.0,0,Small-Medium,None,Unfinished,one_story,1
full,255000,165760.0,1210.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,360000,228670.0,1852.0,0,Medium-Large,None,Formal rec room,one_story,1
not_full,262900,191150.0,1186.0,0,Small,None,Formal rec room,one_story,2
full,310000,278360.0,1997.0,1+,Medium-Large,None,Unfinished,one_story,2
full,205000,176170.0,1880.0,1+,Medium-Large,None,Unfinished,one_story,2
full,205000,176170.0,1880.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,331000,268710.0,1532.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,275000,192560.0,1084.0,1+,Small,None,Formal rec room,over_one_story,2
full,247000,189940.0,1232.0,0,Small-Medium,None,Unfinished,one_story,1
full,247000,189940.0,1232.0,0,Small-Medium,None,Unfinished,one_story,1
full,390000,272920.0,2302.0,1+,Large,None,Unfinished,one_story,2
full,365000,331010.0,2148.0,1+,Medium-Large,None,Unfinished,over_one_story,2
full,290000,208090.0,1632.0,1+,Medium,None,Unfinished,one_story,2
full,305000,165710.0,1167.0,1+,Small,Full,Formal rec room,one_story,2
full,210000,130000.0,1275.0,1+,Small-Medium,None,Unfinished,one_story,2
full,255000,160950.0,1210.0,0,Small-Medium,None,Unfinished,one_story,1
full,265000,242500.0,1478.0,0,Medium,None,Unfinished,one_story,1
full,265000,242500.0,1478.0,0,Medium,None,Unfinished,one_story,1
not_full,199500,174660.0,1349.0,0,Small-Medium,None,Unfinished,one_story,1
full,295000,206070.0,1754.0,0,Medium,None,Unfinished,one_story,1
full,535000,348030.0,3302.0,1+,Large,None,Unfinished,one_story,2
not_full,381500,242670.0,2159.0,1+,Medium-Large,None,Unfinished,one_story,2
full,509000,400620.0,1836.0,1+,Medium-Large,None,Unfinished,one_story,2
full,195000,162620.0,1363.0,0,Small-Medium,None,Unfinished,one_story,2
full,195000,140460.0,1363.0,0,Small-Medium,None,Unfinished,one_story,2
full,195000,140460.0,1363.0,0,Small-Medium,None,Unfinished,one_story,2
full,150000,150300.0,1686.0,1+,Medium,None,Unfinished,over_one_story,1
full,302000,266380.0,1942.0,1+,Medium-Large,None,Formal rec room,one_story,1
full,206500,225680.0,1603.0,1+,Medium,Partial,Formal rec room,one_story,2
full,206500,225680.0,1603.0,1+,Medium,Partial,Formal rec room,one_story,2
full,262100,193540.0,1454.0,1+,Medium,None,Unfinished,one_story,2
full,225000,231370.0,1236.0,0,Small-Medium,None,Unfinished,one_story,1
full,382000,400820.0,3056.0,1+,Large,None,Unfinished,one_story,2
full,180000,124930.0,1023.0,0,Small,None,Unfinished,one_story,1
not_full,205000,169470.0,1422.0,1+,Medium,None,Unfinished,one_story,1
not_full,405000,310600.0,2220.0,1+,Medium-Large,None,Unfinished,one_story,2
full,277900,173700.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
full,327500,271410.0,2315.0,1+,Large,None,Unfinished,one_story,2
not_full,389000,285440.0,2448.0,1+,Large,None,Unfinished,one_story,2
not_full,230000,73330.0,1219.0,0,Small-Medium,Full,Unfinished,one_story,1
not_full,285000,231380.0,1764.0,1+,Medium,None,Unfinished,one_story,2
full,367000,293210.0,1513.0,1+,Medium,None,Formal rec room,one_story,1
full,150000,161300.0,1155.0,0,Small,None,Unfinished,one_story,1
not_full,310000,210950.0,1268.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,328000,224300.0,1783.0,1+,Medium-Large,None,Unfinished,one_story,2
full,330500,175340.0,1529.0,1+,Medium,None,Unfinished,one_story,1
not_full,345000,313860.0,2432.0,0,Large,None,Unfinished,one_story,2
full,230000,126890.0,977.0,1+,Small,None,Unfinished,one_story,1
full,183000,137360.0,1338.0,1+,Small-Medium,None,Unfinished,one_story,1
full,452500,307760.0,2466.0,1+,Large,None,Unfinished,one_story,2
not_full,375000,408880.0,3056.0,1+,Large,None,Formal rec room,one_story,2
not_full,375000,354450.0,3056.0,1+,Large,None,Formal rec room,one_story,2
not_full,375000,408880.0,3056.0,1+,Large,None,Formal rec room,one_story,2
not_full,375000,354450.0,3056.0,1+,Large,None,Formal rec room,one_story,2
not_full,335100,220280.0,1266.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
not_full,326000,217500.0,1900.0,0,Medium-Large,None,Unfinished,one_story,1
full,361000,231560.0,2191.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,258000,204960.0,1062.0,0,Small,Partial,Formal rec room,over_one_story,1
not_full,290500,313980.0,2351.0,0,Large,None,Unfinished,one_story,2
full,178000,153800.0,1176.0,0,Small,None,Unfinished,one_story,2
full,300000,272090.0,2239.0,1+,Medium-Large,None,Unfinished,one_story,2
full,300000,252120.0,2239.0,1+,Medium-Large,None,Unfinished,one_story,2
full,349000,272090.0,2239.0,1+,Medium-Large,None,Unfinished,one_story,2
full,349000,252120.0,2239.0,1+,Medium-Large,None,Unfinished,one_story,2
full,409000,321710.0,2491.0,1+,Large,None,Unfinished,one_story,2
full,302000,202670.0,1816.0,1+,Medium-Large,None,Unfinished,one_story,2
full,307500,247710.0,2256.0,1+,Medium-Large,None,Unfinished,one_story,2
full,307500,247710.0,2256.0,1+,Medium-Large,None,Unfinished,one_story,2
full,193000,166030.0,1657.0,1+,Medium,None,Unfinished,one_story,1
full,193000,193400.0,1657.0,1+,Medium,None,Unfinished,one_story,1
full,192000,207110.0,1894.0,0,Medium-Large,None,Formal rec room,one_story,2
not_full,430000,302810.0,2351.0,1+,Large,None,Unfinished,one_story,1
full,378000,328760.0,2016.0,1+,Medium-Large,None,Unfinished,over_one_story,1
full,378000,328760.0,2016.0,1+,Medium-Large,None,Unfinished,over_one_story,1
not_full,346000,215020.0,1351.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,147000,117890.0,1034.0,1+,Small,None,Unfinished,one_story,1
not_full,415000,192350.0,1924.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,415000,227030.0,1924.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,343000,288210.0,2416.0,1+,Large,None,Formal rec room,one_story,2
full,230000,192590.0,1700.0,0,Medium,None,Unfinished,one_story,2
full,230000,192590.0,1700.0,0,Medium,None,Unfinished,one_story,2
not_full,350000,261630.0,1994.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,283000,208720.0,1971.0,1+,Medium-Large,None,Unfinished,one_story,2
full,565000,272540.0,2359.0,1+,Large,None,Unfinished,one_story,2
full,565000,352190.0,2359.0,1+,Large,None,Unfinished,one_story,2
full,345000,82690.0,1924.0,1+,Medium-Large,None,Unfinished,one_story,2
full,345000,52210.0,1924.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,280000,243700.0,1146.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,500000,369530.0,2911.0,1+,Large,None,Unfinished,one_story,2
full,340000,366580.0,2494.0,1+,Large,None,Unfinished,one_story,2
full,278000,224630.0,1686.0,1+,Medium,None,Unfinished,one_story,2
not_full,264000,200300.0,1075.0,0,Small,None,Formal rec room,over_one_story,2
not_full,330000,270640.0,1683.0,1+,Medium,None,Unfinished,one_story,2
full,300000,176250.0,1877.0,1+,Medium-Large,None,Unfinished,one_story,1
full,300000,164850.0,1877.0,1+,Medium-Large,None,Unfinished,one_story,1
full,300000,164850.0,1877.0,1+,Medium-Large,None,Unfinished,one_story,1
full,267000,160480.0,1524.0,1+,Medium,None,Unfinished,one_story,1
full,265000,203360.0,1488.0,0,Medium,None,Unfinished,one_story,2
full,332000,183960.0,1598.0,0,Medium,Full,Unfinished,over_one_story,1
full,263000,187760.0,1422.0,0,Medium,None,Unfinished,one_story,1
full,263000,147770.0,1422.0,0,Medium,None,Unfinished,one_story,1
full,325000,293430.0,2234.0,1+,Medium-Large,None,Unfinished,one_story,2
full,299000,186960.0,1432.0,0,Medium,None,Formal rec room,one_story,2
not_full,435000,370340.0,2720.0,1+,Large,None,Unfinished,one_story,2
not_full,320000,205390.0,1748.0,1+,Medium,None,Unfinished,one_story,2
full,195000,159790.0,1278.0,1+,Small-Medium,None,Unfinished,one_story,1
full,327500,187930.0,1613.0,1+,Medium,None,Unfinished,one_story,2
full,189000,116940.0,1280.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,325000,197640.0,1268.0,1+,Small-Medium,Partial,Formal rec room,over_one_story,1
not_full,325000,221460.0,1268.0,1+,Small-Medium,Partial,Formal rec room,over_one_story,1
full,230000,196760.0,1292.0,1+,Small-Medium,None,Unfinished,one_story,2
full,200000,154550.0,1176.0,0,Small,None,Unfinished,one_story,2
not_full,338000,194960.0,1286.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,256000,174260.0,1144.0,0,Small,None,Unfinished,one_story,1
not_full,300000,163900.0,1100.0,0,Small,None,Formal rec room,over_one_story,1
full,153000,125740.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,340000,266070.0,2335.0,1+,Large,None,Unfinished,one_story,2
not_full,396000,117810.0,1524.0,1+,Medium,None,Formal rec room,over_one_story,2
full,208000,121630.0,1023.0,0,Small,None,Unfinished,one_story,1
not_full,165000,138930.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,352000,233240.0,2450.0,1+,Large,None,Unfinished,one_story,2
not_full,352000,256910.0,2140.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,380000,271480.0,2448.0,1+,Large,None,Unfinished,one_story,2
full,134500,37670.0,780.0,0,Small,None,Unfinished,one_story,1
full,540000,394200.0,2836.0,1+,Large,None,Unfinished,one_story,3+
full,320000,215740.0,1646.0,1+,Medium,None,Unfinished,one_story,2
full,140000,100000.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,140000,125250.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,140000,108380.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,162000,100000.0,1250.0,1+,Small-Medium,None,Unfinished,one_story,1
full,162000,125250.0,1250.0,1+,Small-Medium,None,Unfinished,one_story,1
full,162000,108380.0,1250.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,420000,306620.0,2136.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,351000,153630.0,2507.0,1+,Large,None,Formal rec room,one_story,1
not_full,342000,197350.0,1222.0,0,Small-Medium,None,Formal rec room,over_one_story,2
full,373500,297980.0,2091.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,400000,288250.0,2056.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,400000,302760.0,2056.0,1+,Medium-Large,None,Unfinished,one_story,2
full,360000,125600.0,2566.0,1+,Large,None,Unfinished,one_story,1
not_full,440000,287050.0,2518.0,1+,Large,None,Unfinished,one_story,2
not_full,355000,291790.0,1780.0,0,Medium-Large,None,Formal rec room,over_one_story,1
not_full,310000,278620.0,1776.0,0,Medium,None,Formal rec room,over_one_story,2
not_full,267500,181870.0,976.0,0,Small,Full,Formal rec room,one_story,1
not_full,221250,232780.0,2012.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,221250,260370.0,2012.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,455000,345850.0,2547.0,1+,Large,None,Unfinished,one_story,2
full,299000,161890.0,1213.0,0,Small-Medium,None,Formal rec room,one_story,2
full,299000,195780.0,1213.0,0,Small-Medium,None,Formal rec room,one_story,2
full,325000,206420.0,1196.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,331000,288950.0,2000.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,331000,288950.0,2000.0,0,Medium-Large,None,Unfinished,one_story,2
full,390000,319010.0,1954.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,245200,251810.0,1488.0,0,Medium,None,Unfinished,one_story,2
not_full,322000,206720.0,1372.0,0,Small-Medium,None,Formal rec room,over_one_story,1
not_full,322000,206720.0,1372.0,0,Small-Medium,None,Formal rec room,over_one_story,1
not_full,435000,244190.0,2063.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,154500,192820.0,1607.0,1+,Medium,None,Unfinished,one_story,2
not_full,364000,229400.0,1693.0,1+,Medium,None,Unfinished,one_story,2
not_full,210000,198480.0,1075.0,0,Small,None,Formal rec room,over_one_story,2
not_full,210000,198480.0,1075.0,0,Small,None,Formal rec room,over_one_story,2
full,330000,274630.0,1997.0,1+,Medium-Large,None,Unfinished,one_story,2
full,157000,118280.0,1378.0,0,Small-Medium,None,Unfinished,one_story,1
full,157000,118280.0,1378.0,0,Small-Medium,None,Unfinished,one_story,1
full,162000,118280.0,1378.0,1+,Small-Medium,None,Unfinished,one_story,1
full,162000,118280.0,1378.0,1+,Small-Medium,None,Unfinished,one_story,1
full,335000,282560.0,2212.0,1+,Medium-Large,None,Unfinished,one_story,2
full,335000,289100.0,2212.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,289500,201870.0,1150.0,1+,Small,None,Formal rec room,over_one_story,1
full,292000,179980.0,912.0,1+,Small,None,Formal rec room,one_story,1
full,215000,193150.0,1488.0,0,Medium,None,Unfinished,one_story,2
full,535000,311520.0,2525.0,1+,Large,None,Unfinished,one_story,2
full,535000,311520.0,2525.0,1+,Large,None,Unfinished,one_story,2
full,294500,170570.0,1425.0,1+,Medium,None,Unfinished,one_story,2
not_full,180000,139060.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,257500,231890.0,1925.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,277715,232070.0,1499.0,1+,Medium,Partial,Formal rec room,over_one_story,2
not_full,372000,273230.0,2225.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,325000,220860.0,1103.0,1+,Small,None,Formal rec room,one_story,2
