property_city,Estimate (Land),Estimate (Building),Type of Residence,Rooms,Bedrooms,Central Heating,Central Air,Fireplaces,Building Square Feet,Sale Price,Full Baths,Garage 1 Size,Age,Garage indicator,Tax Year,Basement,Basement Finish,Near Major Road,Construction Quality,Renovation,Repair Condition,Neighborhood Code,Roof Material,Other Heating,Attic Type,Attic Finish,Cathedral Ceiling,Site Desireability,Porch,Other Improvements,Large Lot
HOFFMAN ESTATES,54050,319420,2,11,5,1,1,1,2698,360000,3,3,51,1,2019,3,1,0,2,NA,2,11,1,5,2,3,2,2,3,0,NA
GLENVIEW,2380,84900,NA,NA,NA,NA,NA,NA,NA,186000,1,NA,34,NA,2018,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,0
GLENVIEW,2950,118820,NA,NA,NA,NA,NA,NA,NA,186000,1,NA,34,NA,2018,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,0
EVANSTON,6770,133080,NA,NA,NA,NA,NA,NA,NA,179000,NA,NA,59,NA,2019,NA,NA,0,NA,NA,NA,110,NA,NA,NA,0,NA,NA,3,NA,NA
EVANSTON,6260,158140,NA,NA,NA,NA,NA,NA,NA,179000,NA,NA,59,NA,2019,NA,NA,0,NA,NA,NA,110,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,2120,104460,NA,NA,NA,NA,NA,NA,NA,132000,1,NA,51,NA,2018,NA,NA,1,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,5840,59510,NA,NA,NA,NA,NA,NA,NA,114000,NA,NA,47,NA,2019,NA,NA,0,NA,NA,NA,100,NA,NA,NA,0,NA,NA,3,NA,NA
NORTHBROOK,98420,209100,1,5,3,1,1,1,1124,357000,1,3,63,1,2019,1,1,0,2,NA,2,72,1,5,3,0,2,2,3,0,NA
HOFFMAN ESTATES,28830,216450,2,8,4,1,1,1,2599,275000,3,3,30,1,2018,4,3,0,2,NA,2,109,1,5,3,NA,1,2,3,89,0
SKOKIE,69410,139380,2,9,4,1,1,1,4312,519500,3,3,12,1,2018,1,1,0,2,NA,2,51,1,5,3,NA,1,2,3,0,0
SKOKIE,69410,696940,2,9,4,1,1,1,4312,519500,3,3,12,1,2018,1,1,0,2,NA,2,51,1,5,3,NA,1,2,3,0,0
MOUNT PROSPECT,13980,12960,2,5,3,1,1,0,1179,124000,1,0,53,0,2018,1,3,0,2,NA,2,81,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,13980,129600,2,5,3,1,1,0,1179,124000,1,0,53,0,2018,1,3,0,2,NA,2,81,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,13980,12960,2,5,3,1,1,1,1179,198000,1,0,56,0,2019,1,3,0,2,NA,2,81,1,5,3,0,0,2,3,0,NA
MOUNT PROSPECT,13980,129600,2,5,3,1,1,1,1179,198000,1,0,56,0,2019,1,3,0,2,NA,2,81,1,5,3,0,0,2,3,0,NA
EVANSTON,9690,146800,NA,NA,NA,NA,NA,NA,NA,166500,1,NA,48,NA,2018,NA,NA,1,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,3,NA,0
EVANSTON,58050,503320,2,8,3,1,1,2,2488,655000,2,1,16,1,2019,1,1,0,2,NA,2,140,1,5,3,0,2,2,3,0,NA
HOFFMAN ESTATES,NA,NA,1,7,3,1,1,1,2170,454435,2,5,1,1,2018,1,1,0,2,NA,2,90,1,5,3,NA,2,2,3,0,0
DES PLAINES,37200,253090,2,6,3,1,0,1,1685,295000,2,1,65,1,2018,1,3,1,2,NA,2,31,1,5,3,NA,0,2,3,0,0
PALATINE,74910,359430,2,9,5,2,0,1,2648,300000,2,0,51,0,2018,1,3,0,2,NA,2,60,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,37570,160950,1,4,3,1,1,0,1186,340000,2,3,51,1,2018,2,3,0,2,NA,2,40,1,5,2,3,0,2,3,0,0
SCHAUMBURG,42580,215000,1,4,3,1,1,0,1186,340000,2,3,51,1,2018,2,3,0,2,NA,2,40,1,5,2,3,0,2,3,0,0
SCHAUMBURG,37570,160950,1,4,3,1,1,0,1186,340000,2,3,51,1,2018,2,3,0,2,NA,2,40,1,5,2,3,0,2,3,0,0
NORTHBROOK,105780,393800,2,8,4,1,1,1,2132,501000,2,3,37,1,2018,3,1,0,2,NA,2,250,1,5,3,NA,0,2,3,0,0
PALATINE,44360,272350,2,9,4,1,1,2,2358,388000,2,3,49,1,2019,3,1,0,2,NA,2,70,1,5,2,3,0,2,3,287,NA
GLENVIEW,182700,851040,2,12,5,1,1,1,4331,1250000,3,3,77,1,2018,3,1,1,2,NA,2,180,4,5,3,NA,2,2,3,492,0
PALATINE,7370,250500,NA,NA,NA,NA,NA,NA,NA,365000,1,NA,8,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,151200,561510,2,9,5,1,1,1,3225,1100000,3,3,124,1,2018,3,3,0,2,NA,2,20,1,5,3,NA,2,2,3,0,0
MOUNT PROSPECT,74250,203010,1,6,3,1,1,1,1322,290000,1,1,65,1,2019,1,3,0,2,NA,2,100,1,5,3,0,0,2,3,0,NA
MOUNT PROSPECT,74250,203010,1,6,3,1,1,1,1322,290000,1,1,65,1,2019,1,3,0,2,NA,2,100,1,5,3,0,0,2,3,0,NA
PALATINE,3300,210640,NA,NA,NA,NA,NA,NA,NA,251000,1,NA,16,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,0
PALATINE,14970,68730,NA,NA,NA,NA,NA,NA,NA,90500,1,NA,37,NA,2018,NA,NA,1,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,40620,224170,1,6,4,1,1,0,1458,320000,2,3,52,1,2018,3,3,1,2,NA,2,51,1,5,2,3,0,2,3,0,0
DES PLAINES,36560,155710,1,6,4,1,1,0,1458,320000,2,3,52,1,2018,3,3,1,2,NA,2,51,1,5,2,3,0,2,3,0,0
NORTHBROOK,76200,297670,1,5,4,1,0,0,1594,395000,2,1,62,1,2018,1,1,0,2,NA,2,72,1,5,2,3,0,2,3,0,0
MOUNT PROSPECT,39940,257770,1,6,4,1,0,1,1494,280000,2,3,62,1,2018,3,3,0,2,NA,2,80,1,5,3,NA,0,2,3,0,0
PALATINE,21970,96190,NA,NA,NA,NA,NA,NA,NA,163000,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,43050,584950,2,10,4,1,1,0,2450,345000,2,0,61,0,2018,1,3,0,2,NA,2,110,1,5,3,NA,2,2,3,0,0
EVANSTON,43050,584950,2,10,4,1,1,0,2450,345000,2,0,61,0,2018,1,3,0,2,NA,2,110,1,5,3,NA,2,2,3,0,0
EVANSTON,43050,584950,2,10,4,1,1,1,2450,465000,2,0,64,0,2019,1,3,0,2,NA,2,110,1,5,3,0,2,2,3,0,NA
EVANSTON,43050,584950,2,10,4,1,1,1,2450,465000,2,0,64,0,2019,1,3,0,2,NA,2,110,1,5,3,0,2,2,3,0,NA
GLENVIEW,146690,468360,2,9,5,1,1,2,2684,650000,2,3,53,1,2019,3,3,0,2,NA,2,100,1,5,3,0,0,2,3,0,NA
SKOKIE,10580,86280,NA,NA,NA,NA,NA,NA,NA,100000,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,3330,73290,NA,NA,NA,NA,NA,NA,NA,131000,1,NA,49,NA,2018,NA,NA,1,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,150000,114570,2,11,5,1,0,2,2116,215000,3,4,102,1,2018,1,1,0,2,NA,2,22,1,5,2,3,2,2,3,0,0
DES PLAINES,81400,187720,4,6,3,1,1,0,1277,285000,1,3,38,1,2018,3,1,1,2,NA,2,130,1,5,3,NA,2,2,3,0,0
DES PLAINES,81400,187720,4,6,3,1,1,0,1277,285000,1,3,38,1,2018,3,1,1,2,NA,2,130,1,5,3,NA,2,2,3,0,0
SCHAUMBURG,39130,233490,1,8,4,1,1,1,2011,240000,2,3,46,1,2018,2,3,1,2,NA,2,40,1,5,3,NA,0,2,3,0,0
EVANSTON,108000,440310,1,5,3,1,1,1,1383,925000,1,0,62,0,2018,1,3,0,2,NA,2,13,1,5,2,3,2,2,3,0,0
DES PLAINES,34370,194710,1,6,4,1,0,0,1007,272000,1,3,54,1,2018,1,1,0,2,NA,2,51,1,5,1,3,2,2,3,0,0
NORTHBROOK,81400,481470,2,8,5,1,1,0,3422,800000,2,3,40,1,2018,3,3,0,2,NA,2,102,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,24590,131630,NA,NA,NA,NA,NA,NA,NA,260000,NA,NA,24,NA,2019,NA,NA,1,NA,NA,NA,12,NA,NA,NA,0,NA,NA,3,NA,NA
MOUNT PROSPECT,60000,343870,2,8,4,1,1,2,2609,600000,2,5,60,1,2018,1,3,1,2,NA,2,81,1,5,2,1,1,2,3,0,0
GLENVIEW,13090,63900,NA,NA,NA,NA,NA,NA,NA,143000,1,NA,37,NA,2018,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,1
GLENVIEW,11580,52130,NA,NA,NA,NA,NA,NA,NA,143000,1,NA,37,NA,2018,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,8070,162190,NA,NA,NA,NA,NA,NA,NA,132500,1,NA,87,NA,2018,NA,NA,0,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
MOUNT PROSPECT,48670,223730,4,6,4,1,0,1,1457,352100,2,3,53,1,2018,3,1,0,2,NA,2,10,1,5,3,NA,0,2,3,0,0
DES PLAINES,18710,151070,2,5,2,1,0,0,1022,190000,1,3,73,1,2018,1,3,0,2,NA,2,40,1,5,3,NA,2,2,3,0,0
DES PLAINES,18710,151070,2,5,2,1,0,0,1022,190000,1,3,73,1,2018,1,3,0,2,NA,2,40,1,5,3,NA,2,2,3,0,0
ARLINGTON HEIGHTS,49650,379620,2,8,5,1,1,1,2183,415000,2,3,47,1,2018,3,3,0,2,NA,2,70,1,5,3,NA,0,2,3,0,0
DES PLAINES,4120,138480,NA,NA,NA,NA,NA,NA,NA,214900,1,NA,25,NA,2018,NA,NA,0,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,4120,138480,NA,NA,NA,NA,NA,NA,NA,214900,1,NA,25,NA,2018,NA,NA,0,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
HOFFMAN ESTATES,40160,274860,2,9,4,1,1,2,2430,283000,2,3,50,1,2019,2,3,0,2,NA,2,11,1,5,3,0,2,2,3,0,NA
PALATINE,51750,401860,2,8,4,1,1,2,2912,540000,2,3,32,1,2019,1,3,0,2,NA,2,83,1,5,3,0,2,2,3,0,NA
GLENVIEW,105210,210560,1,6,3,1,0,0,1624,297000,1,3,62,1,2018,3,3,0,2,NA,2,430,1,5,3,NA,0,1,3,0,0
EVANSTON,61870,283680,1,6,3,1,1,1,1200,450000,1,1,101,1,2019,1,1,0,2,NA,2,13,1,5,2,3,2,2,3,0,NA
GLENVIEW,216000,486320,5,6,3,1,1,1,1731,450000,2,3,66,1,2018,1,3,0,2,NA,2,110,1,5,1,1,2,2,3,0,0
GLENVIEW,216000,486320,5,6,3,1,1,1,1731,450000,2,3,66,1,2018,1,3,0,2,NA,2,110,1,5,1,1,2,2,3,0,0
GLENVIEW,1830,89920,NA,NA,NA,NA,NA,NA,NA,123000,NA,NA,37,NA,2019,NA,NA,0,NA,NA,NA,11,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,73450,392060,1,6,4,1,1,1,2486,450000,2,3,37,1,2019,3,3,0,2,NA,1,102,1,5,3,0,2,2,3,0,NA
GLENVIEW,91260,407570,1,6,4,1,1,1,2486,450000,2,3,37,1,2019,3,3,0,2,NA,1,102,1,5,3,0,2,2,3,0,NA
DES PLAINES,39930,204060,1,6,3,1,1,0,1229,194000,1,3,62,1,2018,1,1,0,2,NA,2,30,1,5,1,3,0,2,3,0,0
DES PLAINES,39930,204060,1,6,3,1,1,0,1229,194000,1,3,62,1,2018,1,1,0,2,NA,2,30,1,5,1,3,0,2,3,0,0
DES PLAINES,39930,204060,1,6,3,1,1,1,1229,325000,1,3,65,1,2019,1,1,0,2,NA,2,30,1,5,1,3,0,2,3,0,NA
DES PLAINES,39930,204060,1,6,3,1,1,1,1229,325000,1,3,65,1,2019,1,1,0,2,NA,2,30,1,5,1,3,0,2,3,0,NA
PALATINE,18010,95480,NA,NA,NA,NA,NA,NA,NA,200000,1,NA,21,NA,2018,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,79710,209030,2,7,3,2,0,0,1890,312400,1,3,71,1,2018,1,3,1,2,NA,2,60,1,5,2,3,0,2,3,0,1
PALATINE,148030,171140,2,7,3,2,0,0,1890,312400,1,3,71,1,2018,1,3,1,2,NA,2,60,1,5,2,3,0,2,3,0,1
ARLINGTON HEIGHTS,1310,315880,NA,NA,NA,NA,NA,NA,NA,375000,NA,NA,21,NA,2019,NA,NA,1,NA,NA,NA,72,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,41250,243460,2,6,4,1,1,0,1550,342000,1,2,66,1,2018,4,3,0,2,NA,2,52,1,5,3,NA,2,2,3,0,0
ARLINGTON HEIGHTS,47850,280800,2,6,4,1,1,0,1550,342000,1,2,66,1,2018,4,3,0,2,NA,2,52,1,5,3,NA,2,2,3,0,0
MOUNT PROSPECT,42340,191250,1,6,3,1,1,0,1248,335000,1,4,53,1,2018,4,3,0,2,NA,2,12,1,5,2,3,0,2,3,0,0
SKOKIE,39930,256210,1,6,3,1,1,2,1493,320000,2,0,68,0,2019,1,1,0,2,NA,2,81,1,5,3,0,2,2,3,0,NA
EVANSTON,6230,95140,NA,NA,NA,NA,NA,NA,NA,157900,NA,NA,50,NA,2019,NA,NA,0,NA,NA,NA,220,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,9900,95810,NA,NA,NA,NA,NA,NA,NA,181000,NA,NA,30,NA,2019,NA,NA,1,NA,NA,NA,60,NA,NA,NA,0,NA,NA,3,NA,NA
SCHAUMBURG,42160,219620,1,6,4,1,1,1,1686,316500,2,3,46,1,2018,2,3,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,42160,219620,1,6,4,1,1,1,1686,316500,2,3,46,1,2018,2,3,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,53320,31000,NA,NA,NA,NA,NA,NA,NA,122500,1,NA,39,NA,2018,NA,NA,0,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,3,NA,1
GLENVIEW,77310,529760,2,9,4,1,1,2,3892,610000,3,3,19,1,2019,1,3,0,1,NA,2,85,1,5,3,0,2,2,3,0,NA
SCHAUMBURG,118350,525610,2,9,5,1,1,1,3444,540000,2,5,22,1,2018,1,3,0,2,NA,2,117,1,5,3,NA,0,2,3,0,0
HOFFMAN ESTATES,55460,322870,2,8,4,1,1,1,2285,383000,2,3,33,1,2018,1,3,1,2,NA,2,32,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,60770,222960,1,8,4,1,1,1,2074,330000,2,3,50,1,2018,1,1,1,2,NA,2,10,1,5,3,NA,0,2,3,0,0
HOFFMAN ESTATES,21020,108680,2,4,3,1,0,0,1155,160000,1,1,43,1,2018,3,3,0,2,NA,2,109,1,5,3,NA,0,2,3,0,0
HOFFMAN ESTATES,24090,106720,2,4,3,1,0,0,1155,160000,1,1,43,1,2018,3,3,0,2,NA,2,109,1,5,3,NA,0,2,3,0,0
SKOKIE,13890,173340,2,5,2,1,1,0,1072,210000,1,0,60,0,2018,1,1,1,2,NA,2,51,1,5,3,NA,0,2,3,0,0
SKOKIE,13890,173340,2,5,2,1,1,0,1072,210000,1,0,60,0,2018,1,1,1,2,NA,2,51,1,5,3,NA,0,2,3,0,0
SKOKIE,13890,159130,2,5,2,1,1,0,1072,210000,1,0,60,0,2018,1,1,1,2,NA,2,51,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,33200,55170,NA,NA,NA,NA,NA,NA,NA,147000,NA,NA,30,NA,2019,NA,NA,1,NA,NA,NA,101,NA,NA,NA,0,NA,NA,3,NA,NA
EVANSTON,65000,577600,2,10,4,1,1,1,2031,550000,4,0,64,0,2018,1,3,1,2,NA,2,120,1,5,2,1,2,2,3,0,0
EVANSTON,65000,577600,2,10,4,1,1,1,2031,550000,4,0,64,0,2018,1,3,1,2,NA,2,120,1,5,2,1,2,2,3,0,0
ARLINGTON HEIGHTS,2470,93420,NA,NA,NA,NA,NA,NA,NA,138000,1,NA,44,NA,2018,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,17580,442160,NA,NA,NA,NA,NA,NA,NA,708500,1,NA,67,NA,2018,NA,NA,1,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,3,NA,1
GLENVIEW,8890,73000,NA,NA,NA,NA,NA,NA,NA,147000,1,NA,34,NA,2018,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,1
GLENVIEW,11000,115080,NA,NA,NA,NA,NA,NA,NA,147000,1,NA,34,NA,2018,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,19950,245680,2,5,3,1,0,0,1145,227865,1,0,57,0,2018,1,3,1,2,NA,2,112,2,5,3,NA,2,2,3,0,0
NORTHBROOK,48430,481750,2,8,3,1,1,1,2173,627500,2,3,4,1,2018,1,1,0,2,NA,2,72,1,5,3,NA,2,2,3,0,0
NORTHBROOK,57810,543250,2,8,3,1,1,1,2173,627500,2,3,4,1,2018,1,1,0,2,NA,2,72,1,5,3,NA,2,2,3,0,0
HOFFMAN ESTATES,52340,163600,1,6,3,1,1,0,1237,280000,1,1,54,1,2018,2,3,0,2,NA,2,170,1,5,2,3,0,2,3,0,0
PALATINE,1660,90310,NA,NA,NA,NA,NA,NA,NA,110000,1,NA,32,NA,2018,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,0
PALATINE,1570,60130,NA,NA,NA,NA,NA,NA,NA,110000,1,NA,32,NA,2018,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,3,NA,0
ARLINGTON HEIGHTS,3080,115970,NA,NA,NA,NA,NA,NA,NA,158000,NA,NA,29,NA,2019,NA,NA,0,NA,NA,NA,31,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,1790,111840,NA,NA,NA,NA,NA,NA,NA,160000,NA,NA,38,NA,2019,NA,NA,0,NA,NA,NA,70,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,1700,79310,NA,NA,NA,NA,NA,NA,NA,160000,NA,NA,38,NA,2019,NA,NA,0,NA,NA,NA,70,NA,NA,NA,0,NA,NA,3,NA,NA
MOUNT PROSPECT,1400,75880,NA,NA,NA,NA,NA,NA,NA,115000,1,NA,59,NA,2018,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3,NA,0
DES PLAINES,10020,230530,3,6,2,1,1,0,1963,238000,2,3,12,1,2018,2,3,1,2,NA,2,91,1,5,3,NA,2,2,3,0,0
DES PLAINES,10020,230530,3,6,2,1,1,0,1963,238000,2,3,12,1,2018,2,3,1,2,NA,2,91,1,5,3,NA,2,2,3,0,0
EVANSTON,46800,236050,5,6,4,1,1,0,1396,270000,2,0,64,0,2018,2,3,0,2,NA,2,110,1,5,1,1,2,2,3,0,0
GLENVIEW,9350,65390,NA,NA,NA,NA,NA,NA,NA,116500,NA,NA,37,NA,2019,NA,NA,1,NA,NA,NA,11,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,9350,65390,NA,NA,NA,NA,NA,NA,NA,116500,NA,NA,37,NA,2019,NA,NA,1,NA,NA,NA,11,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,54080,413420,4,9,4,1,1,2,2486,455000,2,3,53,1,2019,3,1,0,2,NA,2,90,1,5,3,0,2,2,3,0,NA
PALATINE,21450,265500,2,8,3,1,0,0,2366,121000,2,0,28,0,2018,3,3,1,2,NA,2,60,2,5,3,NA,2,2,2,0,0
HOFFMAN ESTATES,21220,173830,2,6,3,1,1,2,1659,216000,2,3,33,1,2019,4,3,0,2,NA,2,33,1,5,3,0,0,2,3,0,NA
HOFFMAN ESTATES,23240,220000,2,6,3,1,1,2,1659,216000,2,3,33,1,2019,4,3,0,2,NA,2,33,1,5,3,0,0,2,3,0,NA
NORTHBROOK,143520,424680,2,8,4,1,1,1,2836,525000,2,3,50,1,2018,3,3,0,1,NA,1,52,1,5,3,NA,2,2,3,0,0
NORTHBROOK,143520,424680,2,8,4,1,1,1,2836,525000,2,3,50,1,2018,3,3,0,1,NA,1,52,1,5,3,NA,2,2,3,0,0
NORTHBROOK,143520,424680,2,8,4,1,1,1,2836,525000,2,3,50,1,2018,3,3,0,1,NA,1,52,1,5,3,NA,2,2,3,0,0
NORTHBROOK,143520,424680,2,8,4,1,1,2,2836,815000,2,3,53,1,2019,3,3,0,1,NA,1,52,1,5,3,0,2,2,3,0,NA
NORTHBROOK,143520,424680,2,8,4,1,1,2,2836,815000,2,3,53,1,2019,3,3,0,1,NA,1,52,1,5,3,0,2,2,3,0,NA
NORTHBROOK,143520,424680,2,8,4,1,1,2,2836,815000,2,3,53,1,2019,3,3,0,1,NA,1,52,1,5,3,0,2,2,3,0,NA
PALATINE,30100,131790,NA,NA,NA,NA,NA,NA,NA,212125,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,32720,159440,NA,NA,NA,NA,NA,NA,NA,212125,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,27480,116900,NA,NA,NA,NA,NA,NA,NA,212125,1,NA,24,NA,2018,NA,NA,1,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,3,NA,1
SKOKIE,12500,118000,NA,NA,NA,NA,NA,NA,NA,157500,NA,NA,57,NA,2019,NA,NA,1,NA,NA,NA,31,NA,NA,NA,0,NA,NA,3,NA,NA
SCHAUMBURG,45710,119840,2,6,3,1,1,2,1300,175000,1,1,46,1,2019,3,1,0,2,NA,2,109,1,5,3,0,2,2,3,38,NA
EVANSTON,47880,202590,1,6,3,1,1,0,1118,306000,1,2,63,1,2018,4,3,0,2,NA,2,140,6,5,2,3,2,2,3,0,0
EVANSTON,16210,252280,2,5,2,1,1,0,1632,265000,1,0,53,0,2018,1,1,0,2,NA,2,220,1,2,3,NA,2,2,3,0,0
PALATINE,1360,162330,NA,NA,NA,NA,NA,NA,NA,204000,1,NA,15,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,0
PALATINE,1250,110190,NA,NA,NA,NA,NA,NA,NA,204000,1,NA,15,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,0
ARLINGTON HEIGHTS,49890,372300,2,8,4,1,1,1,2174,385000,2,3,44,1,2018,1,3,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
HOFFMAN ESTATES,32310,133910,1,6,3,1,1,1,1163,158000,1,0,53,0,2019,2,3,0,2,NA,2,103,1,5,3,0,0,2,3,0,NA
MOUNT PROSPECT,51480,225070,1,6,3,1,1,0,1251,240000,1,1,55,1,2018,1,1,0,2,NA,2,56,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,51480,225070,1,6,3,1,1,0,1251,240000,1,1,55,1,2018,1,1,0,2,NA,2,56,1,5,3,NA,0,2,3,0,0
SKOKIE,46030,199500,1,5,3,1,0,0,1092,245000,2,2,65,1,2018,1,1,1,2,NA,2,81,1,5,3,NA,0,2,3,0,0
MOUNT PROSPECT,60060,233030,1,6,4,1,1,1,1590,268000,2,3,62,1,2018,4,3,0,2,NA,2,80,1,5,1,3,0,2,3,0,0
NORTHBROOK,103500,484910,1,7,2,1,1,1,2804,665000,3,3,36,1,2018,3,3,1,1,NA,2,52,1,5,3,NA,0,2,3,0,0
NORTHBROOK,103500,484910,1,7,2,1,1,1,2804,665000,3,3,36,1,2018,3,3,1,1,NA,2,52,1,5,3,NA,0,2,3,0,0
PALATINE,6880,233730,NA,NA,NA,NA,NA,NA,NA,295000,1,NA,8,NA,2018,NA,NA,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,38490,111210,NA,NA,NA,NA,NA,NA,NA,192500,NA,NA,29,NA,2019,NA,NA,1,NA,NA,NA,10,NA,NA,NA,0,NA,NA,3,NA,NA
NORTHBROOK,6730,111370,NA,NA,NA,NA,NA,NA,NA,170000,1,NA,31,NA,2018,NA,NA,1,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,3,NA,0
SKOKIE,40590,228290,5,6,3,1,1,0,1326,315000,1,3,63,1,2018,1,3,0,2,NA,2,81,1,5,1,1,0,2,1,0,0
SKOKIE,40590,228290,5,6,3,1,1,0,1326,315000,1,3,63,1,2018,1,3,0,2,NA,2,81,1,5,1,1,0,2,1,0,0
MOUNT PROSPECT,10820,80510,NA,NA,NA,NA,NA,NA,NA,140000,1,NA,30,NA,2018,NA,NA,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,18560,65460,NA,NA,NA,NA,NA,NA,NA,130000,1,NA,44,NA,2018,NA,NA,1,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,19110,130390,2,6,2,1,1,1,1261,225000,2,1,27,1,2018,3,1,1,2,NA,2,50,1,5,3,NA,0,2,3,0,0
PALATINE,20910,164730,2,6,2,1,1,1,1261,225000,2,1,27,1,2018,3,1,1,2,NA,2,50,1,5,3,NA,0,2,3,0,0
PALATINE,20910,164730,2,6,2,1,1,1,1261,225000,2,1,27,1,2018,3,1,1,2,NA,2,50,1,5,3,NA,0,2,3,0,0
PALATINE,19110,130390,2,6,2,1,1,2,1261,217900,2,1,30,1,2019,3,1,0,2,NA,2,50,1,5,3,0,0,2,3,0,NA
PALATINE,20910,164730,2,6,2,1,1,2,1261,217900,2,1,30,1,2019,3,1,0,2,NA,2,50,1,5,3,0,0,2,3,0,NA
PALATINE,20910,164730,2,6,2,1,1,2,1261,217900,2,1,30,1,2019,3,1,0,2,NA,2,50,1,5,3,0,0,2,3,0,NA
SKOKIE,38870,205080,2,5,3,1,0,1,1080,319100,1,4,76,1,2018,1,3,0,2,NA,2,81,1,5,3,NA,2,2,1,0,0
SKOKIE,32980,183540,2,5,3,1,0,1,1080,319100,1,4,76,1,2018,1,3,0,2,NA,2,81,1,5,3,NA,2,2,1,0,0
SCHAUMBURG,98880,465840,5,9,3,1,1,1,4257,615000,3,5,27,1,2018,1,3,0,2,NA,2,71,1,5,2,1,1,2,3,0,0
SCHAUMBURG,6230,41320,NA,NA,NA,NA,NA,NA,NA,89000,1,NA,41,NA,2018,NA,NA,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,37460,194190,1,5,3,1,0,0,1120,225000,1,3,44,1,2018,3,1,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,43890,354410,2,8,4,1,1,2,2451,408000,2,1,59,1,2018,3,1,0,2,NA,2,32,1,5,3,NA,2,2,3,0,0
